"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Chase Brown","RB","CIN",0,0,0,0,0,18,73.6,0.9,3.2,24.1,0.2,18,19.6," -- Over UD Rush TDs of 0.5 -- Under UD Receiving Yards of 29.5 -- Under PP Receiving Yards of 30.5"
"Jerome Ford","RB","CLE",0,0,0,0,0,12.3,52.6,0.4,3.8,17.8,0.2,12.5,14.4,""
"Alexander Mattison","RB","LV",0,0,0,0,0,14.7,53.7,0.5,2.1,18.4,0.2,12.5,13.5," -- Over UD Rush Yards of 43.5"
"Travis Etienne","RB","JAC",0,0,0,0,0,10.6,46.7,0.4,2.9,19.1,0.1,11,12.5,""
"Brian Robinson","RB","WAS",0,0,0,0,0,15.8,68,0.6,1.9,14.7,0.2,14,15,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,19,103.5,0.7,2.1,19,0.2,18.7,19.8,""
"Gus Edwards","RB","LAC",0,0,0,0,0,12.6,48.6,0.7,0.2,1,0.1,9.9,10,""
"Javonte Williams","RB","DEN",0,0,0,0,0,12.5,50.8,0.3,2.4,17.5,0.2,11,12.2,""
"Breece Hall","RB","NYJ",0,0,0,0,0,10.6,49,0.4,2.8,25.5,0.2,12.5,13.9," -- Under PP Carries of 13"
"Kyren Williams","RB","LAR",0,0,0,0,0,18.1,81.6,0.9,1.9,10.3,0.2,16.7,17.7,""
"Rico Dowdle","RB","DAL",0,0,0,0,0,19.5,85.9,0.5,2.3,14.3,0.2,15.4,16.5," -- Over UD Rush Yards of 71.5 -- Over PP Rush Yards of: 72.5"
"Bucky Irving","RB","TB",0,0,0,0,0,14.3,76,0.5,2.3,21.3,0.1,14.5,15.6," -- Over UD Rush Yards of 62.5 -- Over PP Rush Yards of: 62.5"
"Mike Boone","RB","CAR",0,0,0,0,0,3.9,16.3,0.1,0,0,0.1,2.8,2.8,""
"DeeJay Dallas","RB","ARI",0,0,0,0,0,6,21.3,0.2,0.5,2,0.1,4.4,4.6,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,3.4,18.8,0.1,0.7,3.3,0.2,4.4,4.7,""
"Jamaal Williams","RB","NO",0,0,0,0,0,7.1,23.2,0.2,1,6.3,0.1,5.3,5.8,""
"Roschon Johnson","RB","CHI",0,0,0,0,0,4.3,14.4,0.4,1,7.6,0.1,5.7,6.2,""
"Craig Reynolds","RB","DET",0,0,0,0,0,4.7,18.4,0.3,0.2,1.2,0.1,4.5,4.6,""
"Kareem Hunt","RB","KC",0,0,0,0,0,8.4,29.1,0.2,1.1,10.7,0.1,6.3,6.9,""
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0.8,2.9,0.1,0.9,4.3,0.1,2.4,2.8,""
"Trey Sermon","RB","IND",0,0,0,0,0,0.9,3,0.1,1.1,10.5,0.1,3.1,3.7,""
"Tyjae Spears","RB","TEN",0,0,0,0,0,7.1,31.7,0.4,2.6,19.7,0.2,10,11.3,""
"Raheem Mostert","RB","MIA",0,0,0,0,0,7.4,26.7,0.5,1.6,15.3,0.1,8.6,9.4,""
"Ke'Shawn Vaughn","RB","SF",0,0,0,0,0,5.5,17.2,0.2,0.7,5.2,0.1,4.4,4.7,""
"Ray Davis","RB","BUF",0,0,0,0,0,6.5,26.1,0.3,0.9,7.2,0.2,6.8,7.2,""
"Antonio Gibson","RB","NE",0,0,0,0,0,6,27.6,0.1,1.3,15.4,0.1,6.2,6.8,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,10.8,43.6,0.3,2.2,13.1,0.2,9.8,10.9," -- Over UD Rush Yards of 17.5 -- Over PP Rush Yards of: 17.5"
"Cam Akers","RB","MIN",0,0,0,0,0,6.5,23.6,0.2,0.7,4,0.2,5.5,5.9,""
"Justice Hill","RB","BAL",0,0,0,0,0,3.1,13.2,0.2,2.8,22.8,0.2,7.4,8.8,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,6.4,26.1,0.4,2.6,27.5,0.1,9.7,11," -- Under PP Rush Yards of 30.5 -- Over UD Receiving Yards of 19.5 -- Over PP Receiving Yards of 19.5"
"Tyler Allgeier","RB","ATL",0,0,0,0,0,7.5,31.4,0.4,0.7,4.5,0.1,6.9,7.3," -- Under UD Rush Yards of 36.5 -- Under PP Rush Yards of 36.5"
"Devin Singletary","RB","NYG",0,0,0,0,0,8.7,36,0.4,1.4,8.2,0.1,8.1,8.8,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,8.3,35.9,0.1,0,0,0.1,4.8,4.8,""
"D'Onta Foreman","RB","CLE",0,0,0,0,0,7.5,27.3,0.5,0.8,4.4,0.1,7.2,7.6,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,7.6,34.7,0.3,3.2,21.9,0.2,10.3,11.9," -- Over UD Rush Yards of 19.5 -- Over PP Rush Yards of: 19.5"
"Tank Bigsby","RB","JAC",0,0,0,0,0,10,49,0.5,0.7,2.8,0.1,9.1,9.5,""
"Jeremy McNichols","RB","WAS",0,0,0,0,0,2.9,14.6,0.2,1.3,8,0.1,4.7,5.4,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4,19.3,0.1,1.8,12.9,0.1,5.3,6.2,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,6.1,22.7,0.3,1.3,8.4,0.1,6.2,6.8,""
"Audric Estime","RB","DEN",0,0,0,0,0,7.4,31.3,0.2,0.7,4.1,0.1,5.7,6,""
"Isaiah Davis","RB","NYJ",0,0,0,0,0,7.5,30.1,0.3,1.5,11.1,0.2,7.9,8.6,""
"Blake Corum","RB","LAR",0,0,0,0,0,4.5,17.1,0.1,0.7,7,0.1,4,4.3,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,2.3,7.5,0.3,1,5.3,0.1,4.2,4.7,""
"Rachaad White","RB","TB",0,0,0,0,0,7.1,38.5,0.3,3,24.1,0.5,12.6,14.1," -- Under UD Carries of 11.5 -- Under UD Rush Yards of 46.5 -- Under PP Rush Yards of 46.5"
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sione Vaki","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Dameon Pierce","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Tyler Goodson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Julius Chestnut","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Rasheen Ali","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Pierre Strong Jr","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Dylan Laube","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Rodriguez","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Will Shipley","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Braelon Allen","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Adam Thielen","WR","CAR",0,0,0,0,0,0,0,0,4.7,56.7,0.3,9.8,12.2," -- Under PP Fantasy Score of 12"
"Marvin Harrison Jr","WR","ARI",0,0,0,0,0,0,0,0,3.1,43.2,0.7,10.1,11.6,""
"Jayden Reed","WR","GB",0,0,0,0,0,1.1,10.7,0.1,3.5,44.2,0.5,10.8,12.6,""
"Marquez Valdes-Scantling","WR","NO",0,0,0,0,0,0.3,1,0,2.8,43.2,0.3,7.6,9,""
"DJ Moore","WR","CHI",0,0,0,0,0,0.5,2.6,0,5.8,55.3,0.5,11.7,14.6,""
"Amon-Ra St Brown","WR","DET",0,0,0,0,0,0,0,0,7,73.8,0.7,15.1,18.6,""
"DeAndre Hopkins","WR","KC",0,0,0,0,0,0,0,0,3.7,44.9,0.5,9.3,11.2,""
"Nico Collins","WR","HOU",0,0,0,0,0,0,0,0,5.8,84.3,0.6,14.9,17.8," -- Under PP Fantasy Score of 17"
"Josh Downs","WR","IND",0,0,0,0,0,0,0,0,4.2,55.8,0.4,10.1,12.2,""
"Calvin Ridley","WR","TEN",0,0,0,0,0,0.5,2.8,0,3.8,57.4,0.3,9.7,11.6,""
"Tyreek Hill","WR","MIA",0,0,0,0,0,1,3.9,0,5.1,65,0.5,12.4,15," -- Under PP Fantasy Score of 15.5"
"Jauan Jennings","WR","SF",0,0,0,0,0,0,0,0,5.8,66.8,0.6,13.2,16.1,""
"Khalil Shakir","WR","BUF",0,0,0,0,0,0,0,0,5.4,55,0.4,10.6,13.3," -- Over UD Receptions of 4.5 -- Over PP Receptions of 4.5 -- Under PP Fantasy Score of 12"
"Demario Douglas","WR","NE",0,0,0,0,0,0.2,1.4,0,4.2,46.2,0.3,8.7,10.8,""
"Jaxon Smith-Njigba","WR","SEA",0,0,0,0,0,0.2,1.1,0,6.4,74.2,0.6,14.3,17.5,""
"Justin Jefferson","WR","MIN",0,0,0,0,0,0.1,0.6,0,5.2,81,0.6,14.4,17," -- Under PP Fantasy Score of 17"
"Zay Flowers","WR","BAL",0,0,0,0,0,0.6,3.4,0,5.1,64.9,0.4,11.8,14.3," -- Under PP Fantasy Score of 14"
"Calvin Austin III","WR","PIT",0,0,0,0,0,0,0,0,2.3,45,0.3,7.4,8.6,""
"Drake London","WR","ATL",0,0,0,0,0,0,0,0,5,61.7,0.7,12.9,15.4,""
"Malik Nabers","WR","NYG",0,0,0,0,0,0,0,0,6.7,74.1,0.5,13.8,17.1," -- Under PP Fantasy Score of 15"
"JaMarr Chase","WR","CIN",0,0,0,0,0,0.8,3.1,0,7.5,99,0.9,19.4,23.1,""
