"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Jonathan Taylor","RB","IND",0,0,0,0,0,16.6,72.8,0.8,1.5,9.9,0.2,15,15.8," -- Under UD Rush Yards of 83.5 -- Under PP Rush Yards of 85.5"
"Isiah Pacheco","RB","KC",0,0,0,0,0,12.4,58.4,0.6,1.8,14.2,0.2,13,13.9,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,9.8,32.8,0.3,2.6,16.2,0.2,9.2,10.5,""
"Josh Jacobs","RB","GB",0,0,0,0,0,19.9,94.1,0.6,2.3,15.2,0.2,16.9,18," -- Over UD Carries of 16.5 -- Over UD Rush Yards of 71.5"
"De'Von Achane","RB","MIA",0,0,0,0,0,11,60.3,0.5,4.1,34,0.4,16.9,18.9,""
"James Cook","RB","BUF",0,0,0,0,0,13.6,67.3,0.7,2.4,17.8,0.2,15.1,16.3,""
"Christian McCaffrey","RB","SF",0,0,0,0,0,17.4,73.1,0.6,4.1,35.3,0.3,18.3,20.3,""
"Aaron Jones","RB","MIN",0,0,0,0,0,12.8,62.3,0.6,2.7,21.9,0.2,14.6,15.9," -- Under UD Rush Yards of 65.5 -- Under PP Rush Yards of 66.5"
"James Conner","RB","ARI",0,0,0,0,0,13.3,59.8,0.6,2.4,22.5,0.1,13.6,14.8,""
"Derrick Henry","RB","BAL",0,0,0,0,0,20.5,95.9,1.1,0.8,6.5,0.2,18.4,18.8,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,18.2,90.3,0.7,3.1,24.1,0.2,18.4,19.9," -- Under PP Rush Yards of 93.5"
"Rico Dowdle","RB","DAL",0,0,0,0,0,14.3,63.2,0.5,2.4,16.1,0.2,13.3,14.5," -- Under UD Rush Yards of 67.5 -- Under PP Rush Yards of 68.5"
"Tyrone Tracy","RB","NYG",0,0,0,0,0,18.3,79.1,0.5,1.9,16.5,0.2,14.7,15.7," -- Over UD Carries of 14.5 -- Over UD Rush Yards of 64.5 -- Over PP Rush Yards of: 64.5"
"Chase Brown","RB","CIN",0,0,0,0,0,16.7,71.3,0.6,4,27.1,0.2,16.6,18.6," -- Over UD Rush Yards of 60.5"
"Najee Harris","RB","PIT",0,0,0,0,0,15.5,64.8,0.6,2.1,18.4,0.1,13.6,14.6,""
"Jeremy McNichols","RB","WAS",0,0,0,0,0,11.7,53.6,0.5,2.2,16.7,0.2,12.3,13.4,""
"Tony Pollard","RB","TEN",0,0,0,0,0,15.2,66.7,0.5,3.1,18.9,0.2,14.3,15.9,""
"Bijan Robinson","RB","ATL",0,0,0,0,0,15.5,68.9,0.6,4.5,36.9,0.2,17.6,19.9," -- Under UD Rush Yards of 72.5 -- Under PP Rush Yards of 72.5 -- Over PP Receiving Yards of 28.5"
"Gus Edwards","RB","LAC",0,0,0,0,0,15.5,69,0.5,1.3,6.3,0.2,12.4,13,""
"Breece Hall","RB","NYJ",0,0,0,0,0,17.2,73.1,0.5,3.7,33.7,0.2,16.7,18.6,""
"Kenneth Walker","RB","SEA",0,0,0,0,0,16.6,69.4,0.7,3.4,23.2,0.2,16.4,18.1,""
"Javonte Williams","RB","DEN",0,0,0,0,0,11.2,45.3,0.5,2.5,18.9,0.2,11.9,13.1,""
"Nick Chubb","RB","CLE",0,0,0,0,0,12.7,56.7,0.5,1.2,9.6,0.1,10.8,11.4,""
"Jonathon Brooks","RB","CAR",0,0,0,0,0,4,13.3,0.1,0.6,4,0.1,3.2,3.5,""
"Rachaad White","RB","TB",0,0,0,0,0,7.8,36.3,0.2,3.7,31.6,0.5,12.8,14.7,""
"Jordan Mims","RB","NO",0,0,0,0,0,4.2,13.3,0.1,0.6,5.5,0.1,3.4,3.7,""
"Blake Corum","RB","LAR",0,0,0,0,0,4.3,17.6,0.2,0.4,2.4,0.1,4,4.2,""
"David Montgomery","RB","DET",0,0,0,0,0,12.2,58.4,0.8,2,19.5,0.1,14.2,15.2,""
"Roschon Johnson","RB","CHI",0,0,0,0,0,3.5,12.7,0.5,1,5.2,0.1,5.9,6.4,""
"D'Ernest Johnson","RB","JAC",0,0,0,0,0,11.6,44.6,0.2,1.7,14.9,0.1,8.6,9.4,""
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0,0,0.1,1,4.8,0.1,2.2,2.7,""
"Antonio Gibson","RB","NE",0,0,0,0,0,3.5,16.6,0.1,0.9,5.5,0.1,3.9,4.3,""
"Trey Sermon","RB","IND",0,0,0,0,0,3.4,12.1,0.1,0.9,5.6,0.1,3.4,3.9,""
"Kareem Hunt","RB","KC",0,0,0,0,0,11.5,41,0.5,1,8.5,0.1,9.1,9.6,""
"Sincere McCormick","RB","LV",0,0,0,0,0,8.6,37.6,0.2,0.4,1.9,0.1,6,6.2,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,4.5,26.1,0.2,0.9,4.5,0.2,5.9,6.4,""
"Jaylen Wright","RB","MIA",0,0,0,0,0,7.3,25.6,0.3,0,0,0.1,5,5,""
"Ray Davis","RB","BUF",0,0,0,0,0,8.6,34.4,0.2,1.2,11.7,0.1,7,7.6,""
"Jordan Mason","RB","SF",0,0,0,0,0,6.1,25.9,0.2,0,0,0.1,4.4,4.4,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.9,32.1,0.2,1.1,5.7,0.2,6.7,7.3,""
"Trey Benson","RB","ARI",0,0,0,0,0,7.7,27.7,0.2,0.5,5.6,0.1,5.4,5.6,""
"Justice Hill","RB","BAL",0,0,0,0,0,1.2,5.1,0.1,2.3,17.8,0.2,5.2,6.4,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4.1,18.1,0.1,1.8,8.4,0.1,4.8,5.7,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,5.7,20.3,0.3,0.8,4.8,0.1,5.3,5.7,""
"Devin Singletary","RB","NYG",0,0,0,0,0,3.7,17.7,0.3,1,4.8,0.1,5.2,5.7,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,4.7,21.5,0.3,0,0,0.1,4.5,4.5,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,5.8,29.5,0.4,2.1,15.5,0.1,8.6,9.6,""
"Nick Bellore","RB","WAS",0,0,0,0,0,6.3,22.1,0.4,0.6,4.2,0.1,5.9,6.2,""
"Julius Chestnut","RB","TEN",0,0,0,0,0,3.7,17.2,0.2,0.9,6,0.1,4.6,5,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,10.7,42.2,0.3,0.2,1.6,0.1,6.9,7,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,5.8,25.3,0.2,1.8,7.6,0.2,6.6,7.5,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,5.1,18.5,0.3,0.9,7.4,0.1,5.4,5.9,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,4.9,19.8,0.3,2.1,10.9,0.1,6.5,7.6,""
"Audric Estime","RB","DEN",0,0,0,0,0,6.8,28.5,0.2,0.4,1,0.1,5,5.2,""
"Jerome Ford","RB","CLE",0,0,0,0,0,3.7,17.5,0.1,3.2,20.6,0.2,7.2,8.8,""
"Raheem Blackshear","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"JaMycal Hasty","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Tyler Goodson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Emari Demercado","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Keaton Mitchell","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Jaleel McLaughlin","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Xavier Legette","wr","CAR",0,0,0,0,0,0.4,2.1,0,3.6,46.7,0.4,9.1,10.9,""
"Mike Evans","wr","TB",0,0,0,0,0,0,0,0,4.1,66.7,0.9,14.1,16.2,""
"Marquez Valdes-Scantling","wr","NO",0,0,0,0,0,0,0,0,2.5,49.2,0.4,8.6,9.8,""
"Cooper Kupp","wr","LAR",0,0,0,0,0,0.4,2,0,7.9,81.6,0.7,16.5,20.5,""
"Amon-Ra St Brown","wr","DET",0,0,0,0,0,0,0,0,7.4,73.3,0.7,15.2,18.9,""
"DJ Moore","wr","CHI",0,0,0,0,0,0.7,3.3,0,4.8,51.9,0.5,10.9,13.3,""
"Brian Thomas Jr","wr","JAC",0,0,0,0,0,0.2,1.7,0,3.7,62.2,0.6,11.8,13.7,""
"Nico Collins","wr","HOU",0,0,0,0,0,0,0,0,6.7,114.9,0.7,19,22.4," -- Over UD Receiving Yards of 80.5 -- Over PP Receiving Yards of 79.5"
"Demario Douglas","wr","NE",0,0,0,0,0,0.2,1.2,0,3.6,43,0.2,7.4,9.2,""
"Josh Downs","wr","IND",0,0,0,0,0,0.2,1.5,0,5.6,54.2,0.5,11.4,14.2,""
"DeAndre Hopkins","wr","KC",0,0,0,0,0,0,0,0,4.4,53.5,0.6,11.1,13.3," -- Over UD Receiving Yards of 41.5"
"Jakobi Meyers","wr","LV",0,0,0,0,0,0.6,3.2,0,5.8,68.6,0.3,11.9,14.8," -- Over UD Receiving Yards of 53.5 -- Over PP Receiving Yards of 52.5"
"Jayden Reed","wr","GB",0,0,0,0,0,0.8,9,0.1,3.7,54.6,0.3,10.6,12.5," -- Under PP Fantasy Score of 11.5"
"Tyreek Hill","wr","MIA",0,0,0,0,0,1,4.5,0,4.6,57.9,0.4,10.9,13.2," -- Under UD Receptions of 5.5 -- Under UD Receiving Yards of 63.5 -- Under PP Receiving Yards of 69.5 -- Under PP Fantasy Score of 14"
"Khalil Shakir","wr","BUF",0,0,0,0,0,0,0,0,5.4,58.1,0.2,9.7,12.4,""
"Jauan Jennings","wr","SF",0,0,0,0,0,0,0,0,5.1,52.9,0.4,10.2,12.8,""
"Justin Jefferson","wr","MIN",0,0,0,0,0,0.1,0.6,0,5.7,81,0.4,13.4,16.3,""
"Marvin Harrison Jr","wr","ARI",0,0,0,0,0,0,0,0,3.2,48,0.6,10,11.6,""
"Zay Flowers","wr","BAL",0,0,0,0,0,0.6,3.8,0,4.6,65.9,0.5,12.3,14.6,""
"AJ Brown","wr","PHI",0,0,0,0,0,0,0,0,5.1,96,0.5,15.2,17.7,""
"CeeDee Lamb","wr","DAL",0,0,0,0,0,1.4,9.6,0.1,6.7,75.8,0.5,15.5,18.8,""
"Malik Nabers","wr","NYG",0,0,0,0,0,0,0,0,5.3,57.1,0.4,10.8,13.4," -- Under PP Fantasy Score of 13"
"JaMarr Chase","wr","CIN",0,0,0,0,0,0.3,1.1,0,6.1,91.2,0.9,17.7,20.7,""
"George Pickens","wr","PIT",0,0,0,0,0,0,0,0,5.6,78.2,0.4,13,15.8,""
"Terry McLaurin","wr","WAS",0,0,0,0,0,0,0,0,4.4,65.5,0.7,12.9,15.2,""
"Calvin Ridley","wr","TEN",0,0,0,0,0,0.7,2.8,0,4.9,65.9,0.4,11.7,14.2,""
"Drake London","wr","ATL",0,0,0,0,0,0,0,0,5.7,67.7,0.7,13.8,16.7,""
"Ladd McConkey","wr","LAC",0,0,0,0,0,0,0,0,4.5,61.8,0.6,12,14.3," -- Under UD Receiving Yards of 64.5"
"Garrett Wilson","wr","NYJ",0,0,0,0,0,0.3,1.2,0,6.1,71,0.6,13.9,16.9,""
"DK Metcalf","wr","SEA",0,0,0,0,0,0,0,0,4.5,65.6,0.5,11.8,14.1,""
"Courtland Sutton","wr","DEN",0,0,0,0,0,0,0,0,5.9,84.7,0.6,15,18," -- Over UD Receiving Yards of 64.5 -- Over PP Receiving Yards of 63.5"
"Jerry Jeudy","wr","CLE",0,0,0,0,0,0,0,0,4.6,67,0.3,10.8,13.1," -- Over UD Receiving Yards of 54.5 -- Over PP Receiving Yards of 53.5"
"David Moore","wr","CAR",0,0,0,0,0,0,0,0,3.8,45.2,0.2,7.6,9.5,""
"Sterling Shepard","wr","TB",0,0,0,0,0,0.7,6.3,0,2.6,17.7,0.1,4.3,5.6,""
"Kevin Austin","wr","NO",0,0,0,0,0,0,0,0,1.6,18.4,0.2,3.8,4.6,""
"Puka Nacua","wr","LAR",0,0,0,0,0,0.3,2.6,0,6.4,83,0.5,14.8,18,""
"Jameson Williams","wr","DET",0,0,0,0,0,0.6,4.5,0,3,62.3,0.4,10.6,12.1," -- Over UD Receiving Yards of 48.5 -- Over PP Receiving Yards of 47.5 -- Over UD Fantasy Score of 8.95"
"Keenan Allen","wr","CHI",0,0,0,0,0,0,0,0,5.7,61.3,0.4,11.4,14.2,""
"Parker Washington","wr","JAC",0,0,0,0,0,0,0,0,1.4,27.7,0.2,4.7,5.4,""
"Tank Dell","wr","HOU",0,0,0,0,0,0.8,3.4,0,4.1,49.3,0.6,10.9,13,""
"Kendrick Bourne","wr","NE",0,0,0,0,0,0,0,0,2.3,31.1,0.2,5.5,6.6,""
"Michael Pittman Jr","wr","IND",0,0,0,0,0,0,0,0,5.3,51,0.2,9,11.6,""
"Xavier Worthy","wr","KC",0,0,0,0,0,0.7,4.4,0.1,2.3,31,0.5,8.3,9.4," -- Under UD Receiving Yards of 32.5 -- Under PP Receiving Yards of 34.5"
"Tre Tucker","wr","LV",0,0,0,0,0,0.7,3.7,0.1,3,32.4,0.2,6.9,8.4,""
"Christian Watson","wr","GB",0,0,0,0,0,0,0,0,3.1,47.1,0.3,8.1,9.6,""
"Jaylen Waddle","wr","MIA",0,0,0,0,0,0.3,1.1,0,4,54.5,0.3,9.4,11.4,""
"Amari Cooper","wr","BUF",0,0,0,0,0,0,0,0,2.7,41.7,0.6,9.1,10.5,""
"Deebo Samuel","wr","SF",0,0,0,0,0,1.4,5.4,0.2,3.3,41.1,0.3,9.3,10.9,""
"Jordan Addison","wr","MIN",0,0,0,0,0,0.4,2.3,0.1,3.5,52.8,0.5,10.9,12.6,""
"Michael Wilson","wr","ARI",0,0,0,0,0,0,0,0,3.1,35,0.3,6.8,8.4,""
"Rashod Bateman","wr","BAL",0,0,0,0,0,0,0,0,2.8,42.6,0.3,7.5,8.9,""
"Jahan Dotson","wr","PHI",0,0,0,0,0,0.2,1.3,0,1.7,21.9,0.2,4.4,5.2,""
"Jalen Tolbert","wr","DAL",0,0,0,0,0,0,0,0,3.4,39.3,0.4,8,9.7,""
"WanDale Robinson","wr","NYG",0,0,0,0,0,0.3,2.5,0,4.5,33.2,0.3,7.6,9.9,""
"Tee Higgins","wr","CIN",0,0,0,0,0,0,0,0,6.1,79.2,0.6,14.6,17.6," -- Over PP Receiving Yards of 66.5"
"Calvin Austin III","wr","PIT",0,0,0,0,0,0,0,0,2,35.8,0.4,7,8,""
"Noah Brown","wr","WAS",0,0,0,0,0,0,0,0,3.8,43.3,0.3,8,9.9,""
"Nick Westbrook-Ikhine","wr","TEN",0,0,0,0,0,0,0,0,2.9,47.6,0.4,8.6,10.1,""
"Darnell Mooney","wr","ATL",0,0,0,0,0,0,0,0,4.3,61.4,0.6,11.9,14,""
"Quentin Johnston","wr","LAC",0,0,0,0,0,0,0,0,2.8,46.5,0.7,10.3,11.6,""
"Davante Adams","wr","NYJ",0,0,0,0,0,0,0,0,5.5,60.9,0.4,11.2,14,""
"Jaxon Smith-Njigba","wr","SEA",0,0,0,0,0,0,0,0,6.6,71,0.5,13.4,16.7,""
"Devaughn Vele","wr","DEN",0,0,0,0,0,0,0,0,3.8,48.1,0.3,8.5,10.4,""
"Elijah Moore","wr","CLE",0,0,0,0,0,0,0,0,4.9,45.8,0.3,8.8,11.3,""
"Adam Thielen","wr","CAR",0,0,0,0,0,0,0,0,3.6,47.6,0.3,8.4,10.2,""
"Jalen McMillan","wr","TB",0,0,0,0,0,0.5,4.3,0,1.7,16.6,0.2,4.1,5,""
"Cedrick Wilson","wr","NO",0,0,0,0,0,0,0,0,1.1,12.9,0.2,3,3.6,""
"Demarcus Robinson","wr","LAR",0,0,0,0,0,0,0,0,2.4,42,0.4,7.8,9," -- Under UD Receiving Yards of 78.5"
"Tim Patrick","wr","DET",0,0,0,0,0,0,0,0,2.1,19.7,0.1,3.6,4.7," -- Under UD Receiving Yards of 48.5 -- Under PP Receiving Yards of 22.5 -- Under UD Fantasy Score of 8.95"
"Rome Odunze","wr","CHI",0,0,0,0,0,0.3,1.6,0,4,50.2,0.2,8.4,10.4," -- Over PP Receptions of 3.5 -- Under UD Fantasy Score of 9.45"
"Devin Duvernay","wr","JAC",0,0,0,0,0,0,0,0,0.8,15.6,0.2,3.2,3.6,""
"John Metchie","wr","HOU",0,0,0,0,0,0,0,0,1.8,19.2,0.1,3.4,4.3,""
"Kayshon Boutte","wr","NE",0,0,0,0,0,0,0,0,2.2,26.1,0.2,4.9,6,""
"Alec Pierce","wr","IND",0,0,0,0,0,0,0,0,2.2,43.8,0.4,7.9,9,""
"Justin Watson","wr","KC",0,0,0,0,0,0,0,0,1.5,19.5,0.1,3.3,4.1," -- Under UD Receiving Yards of 32.5"
"DJ Turner","wr","LV",0,0,0,0,0,0.7,3.3,0.1,1.1,10.6,0.2,3.7,4.3,""
"Dontayvion Wicks","wr","GB",0,0,0,0,0,0,0,0,2.8,32.1,0.4,7,8.4," -- Under UD Receiving Yards of 45.5 -- Under PP Receiving Yards of 35.5 -- Under UD Fantasy Score of 8.55 -- Under PP Fantasy Score of 8"
"Odell Beckham","wr","MIA",0,0,0,0,0,0,0,0,0.9,6.8,0.1,1.7,2.2," -- Under UD Receiving Yards of 44.5 -- Under PP Receiving Yards of 13.5 -- Under UD Fantasy Score of 8.85"
"Mack Hollins","wr","BUF",0,0,0,0,0,0,0,0,2.1,26.5,0.4,6.1,7.2,""
"Ricky Pearsall","wr","SF",0,0,0,0,0,0,0,0,1.5,26.3,0.2,4.6,5.3,""
"Jalen Nailor","wr","MIN",0,0,0,0,0,0,0,0,0.7,5.7,0.3,2.7,3.1,""
"Greg Dortch","wr","ARI",0,0,0,0,0,0,0,0,2,15,0.1,3.1,4.1,""
"Nelson Agholor","wr","BAL",0,0,0,0,0,0,0,0,1.4,13.9,0.2,3.3,4,""
"Johnny Wilson","wr","PHI",0,0,0,0,0,0,0,0,1.6,15.4,0.2,3.5,4.3,""
"KaVontae Turpin","wr","DAL",0,0,0,0,0,0.5,3.8,0,2.8,32,0.3,6.8,8.2," -- Over PP Receiving Yards of 12.5"
"Darius Slayton","wr","NYG",0,0,0,0,0,0,0,0,3,48.6,0.2,7.6,9.1,""
"Andrei Iosivas","wr","CIN",0,0,0,0,0,0,0,0,1.5,18.7,0.3,4.4,5.2,""
"Mike Williams","wr","PIT",0,0,0,0,0,0,0,0,1,21.9,0.2,3.9,4.4,""
"Olamide Zaccheaus","wr","WAS",0,0,0,0,0,0,0,0,1.4,24.1,0.2,4.3,5,""
"Tyler Boyd","wr","TEN",0,0,0,0,0,0,0,0,2.8,27.4,0.2,5.3,6.7,""
"Ray-Ray McCloud","wr","ATL",0,0,0,0,0,0.6,5.1,0,3.6,33.6,0.2,6.9,8.7,""
"Joshua Palmer","wr","LAC",0,0,0,0,0,0,0,0,2.1,42.6,0.3,7.1,8.2,""
"Xavier Gipson","wr","NYJ",0,0,0,0,0,0,0,0,0.9,14.1,0.2,3.1,3.5,""
"Tyler Lockett","wr","SEA",0,0,0,0,0,0,0,0,3.1,42.8,0.3,7.6,9.2,""
"LilJordan Humphrey","wr","DEN",0,0,0,0,0,0,0,0,2.3,25.2,0.3,5.5,6.6,""
"Jamari Thrash","wr","CLE",0,0,0,0,0,0,0,0,2.5,27.5,0.2,5.2,6.5,""
"Tommy Tremble","te","CAR",0,0,0,0,0,0,0,0,2.4,25.6,0.2,5,6.2,""
"Cade Otton","te","TB",0,0,0,0,0,0,0,0,5.2,63.7,0.4,11.4,14,""
"Taysom Hill","te","NO",0,0,0,0,0,5.3,32.2,0.5,3.8,32.1,0.2,12.5,14.4,""
"Davis Allen","te","LAR",0,0,0,0,0,0,0,0,1.8,18,0.2,3.9,4.8,""
"Sam LaPorta","te","DET",0,0,0,0,0,0,0,0,2.9,41.5,0.3,7.4,8.8," -- Under UD Receptions of 3.5 -- Under PP Receptions of 3.5"
"Cole Kmet","te","CHI",0,0,0,0,0,0,0,0,3.1,35.9,0.4,7.5,9.1," -- Under PP Receiving Yards of 36.5"
"Evan Engram","te","JAC",0,0,0,0,0,0,0,0,5.3,50.9,0.3,9.5,12.2,""
"Dalton Schultz","te","HOU",0,0,0,0,0,0,0,0,3.7,35,0.3,7.2,9,""
"Hunter Henry","te","NE",0,0,0,0,0,0,0,0,3.6,42.6,0.2,7.3,9.1,""
"Kylen Granson","te","IND",0,0,0,0,0,0,0,0,1.1,9.1,0.1,2.1,2.6,""
