Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade,FD (Proj),FD ($),FD (Val),FD (Pt/$1k),FD (Flr),FD (Flr Val),FD (Flr/$1k),FD (Ceil),FD (Ceil Val),FD (Ceil/$1k),FD (Wk $ Chg),FD (Own %),O/U,Line,Team O/U
2022,6,huntlc1,Caleb Huntley,RB,ATL,SF,15.5,9,4.1,0.0,0.0,0.0,0.0,0.0,6.7,31.9,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.1,0.0,0.0,C-Game,4.1,5500.0,-2.2,0.75,0.0,-6.27,0.00,14.0,7.73,2.55,--,1,46.000,4.5,20.75
2022,6,colemt1,Tevin Coleman,RB,SF,@ATL,19.7,22,4.0,0.0,0.0,0.0,0.0,0.0,3.8,16.2,0.2,1.4,9.3,0.1,0.0,0.8,0.4,0.0,0.0,0.0,C-Game,4.7,5700.0,-1.8,0.82,0.0,-6.50,0.00,14.4,7.87,2.52,--,1,46.000,-4.500,25.25
2022,6,mattia1,Alexander Mattison,RB,MIN,@MIA,22.7,27,3.9,0.0,0.0,0.0,0.0,0.0,5.6,19.4,0.2,1.3,7.9,0.1,0.0,1.0,0.4,0.0,0.0,0.0,C-Game,4.6,5300.0,-1.5,0.86,0.0,-6.04,0.00,14.3,8.28,2.70,--,1,45.500,-3.000,24.25
2022,6,edmonc1,Chase Edmonds,RB,MIA,MIN,17.7,19,3.9,0.0,0.0,0.0,0.0,0.0,2.8,11.5,0.2,1.5,11.9,0.1,0.0,0.6,0.5,0.0,0.0,0.0,C-Game,4.6,5300.0,-1.4,0.88,0.0,-6.04,0.00,14.3,8.30,2.71,--,1,45.500,3,21.25
2022,6,warrej1,Jaylen Warren,RB,PIT,TB,11.6,1,3.8,0.0,0.0,0.0,0.0,0.0,5.9,21.9,0.0,1.6,13.6,0.1,0.0,1.1,0.6,0.1,0.0,0.0,C-Game,4.6,5400.0,-1.6,0.84,0.0,-6.16,0.00,14.4,8.23,2.66,--,1,46.000,9.5,18.25
2022,6,brownm4,Malcolm Brown,RB,LAR,CAR,20.4,25,3.7,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.2,0.2,1.3,0.0,0.0,1.3,0.1,0.0,0.0,0.0,C-Game,3.8,4500.0,-1.3,0.84,0.0,-5.13,0.00,13.7,8.58,3.05,--,1,41.500,-10,25.75
2022,6,pachei1,Isiah Pacheco,RB,KC,BUF,18.2,20,3.3,0.0,0.0,0.0,0.0,0.0,6.4,21.3,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,C-Game,3.3,5700.0,-3.2,0.58,0.0,-6.50,0.00,13.3,6.81,2.33,--,1,54.000,2.5,25.75
2022,6,drakek1,Kenyan Drake,RB,BAL,@NYG,16.3,15,3.3,0.0,0.0,0.0,0.0,0.0,6.2,24.7,0.0,1.0,7.0,0.0,0.0,1.2,0.3,0.0,0.0,0.0,C-Game,3.8,5200.0,-2.1,0.73,0.0,-5.93,0.00,13.7,7.82,2.64,--,1,45.500,-5.500,25.5
2022,6,perins1,Samaje Perine,RB,CIN,@NO,16.9,17,3.1,0.0,0.0,0.0,0.0,0.0,4.8,21.7,0.0,1.2,7.7,0.0,0.0,1.1,0.4,0.0,0.0,0.0,C-Game,3.6,5600.0,-2.7,0.65,0.0,-6.38,0.00,13.6,7.24,2.43,--,1,43.500,-3.000,23.25
2022,6,stronp1,Pierre Strong Jr.,RB,NE,@CLE,25.7,30,3.0,0.0,0.0,0.0,0.0,0.0,5.2,18.7,0.1,0.6,4.2,0.0,0.0,0.9,0.2,0.0,0.0,0.0,C-Game,3.3,4700.0,-2.1,0.70,0.0,-5.36,0.00,13.3,7.96,2.83,--,1,43.000,2.500,20.25
2022,6,dallad1,DeeJay Dallas,RB,SEA,ARI,17.7,18,3.0,0.0,0.0,0.0,0.0,0.0,4.0,19.2,0.1,1.5,7.5,0.0,0.0,1.0,0.3,0.0,0.0,0.0,C-Game,3.8,5300.0,-2.3,0.71,0.0,-6.04,0.00,13.7,7.67,2.59,--,1,50.500,2.5,24
2022,6,gainwk1,Kenneth Gainwell,RB,PHI,DAL,15.6,10,2.8,0.0,0.0,0.0,0.0,0.0,3.3,12.0,0.2,0.7,3.7,0.0,0.0,0.6,0.2,0.0,0.0,0.0,C-Game,3.2,5200.0,-2.7,0.62,0.0,-5.93,0.00,13.2,7.27,2.54,--,-,42.000,-6.5,24.25
2022,6,miches1,Sony Michel,RB,LAC,DEN,15.0,5,2.7,0.0,0.0,0.0,0.0,0.0,4.0,14.9,0.0,1.0,8.2,0.0,0.0,0.7,0.4,0.0,0.0,0.0,C-Game,3.2,5300.0,-2.8,0.61,0.0,-6.04,0.00,13.3,7.21,2.50,--,-,45.500,-4.5,25
2022,6,cookj3,James Cook,RB,BUF,@KC,19.9,23,2.6,0.0,0.0,0.0,0.0,0.0,5.1,18.0,0.1,0.5,3.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,C-Game,2.9,5000.0,-2.8,0.57,0.0,-5.70,0.00,13.0,7.26,2.59,--,1,54.000,-2.500,28.25
2022,6,ingram1,Mark Ingram,RB,NO,CIN,16.2,14,2.3,0.0,0.0,0.0,0.0,0.0,3.3,10.4,0.1,0.8,5.5,0.0,0.0,0.5,0.3,0.0,0.0,0.0,C-Game,2.7,5100.0,-3.1,0.53,0.0,-5.81,0.00,12.8,7.01,2.51,--,1,43.500,3,20.25
2022,6,scottb2,Boston Scott,RB,PHI,DAL,15.6,10,2.2,0.0,0.0,0.0,0.0,0.0,2.7,9.6,0.2,0.3,1.2,0.0,0.0,0.5,0.1,0.0,0.0,0.0,C-Game,2.3,4700.0,-3.0,0.50,0.0,-5.36,0.00,12.5,7.13,2.66,--,-,42.000,-6.5,24.25
2022,6,willia4,Avery Williams,RB,ATL,SF,15.5,9,2.1,0.0,0.0,0.0,0.0,0.0,3.2,11.6,0.0,0.8,6.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,C-Game,2.5,5300.0,-3.6,0.46,0.0,-6.04,0.00,12.6,6.61,2.39,--,1,46.000,4.5,20.75
2022,6,juszck1,Kyle Juszczyk,RB,SF,@ATL,19.7,22,1.7,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.1,0.7,5.8,0.1,0.0,0.1,0.3,0.0,0.0,0.0,C-Game,2.1,4600.0,-3.2,0.45,0.0,-5.24,0.00,12.3,7.02,2.67,--,1,46.000,-4.500,25.25
2022,6,ricarp1,Patrick Ricard,RB,BAL,@NYG,16.3,15,1.3,0.0,0.0,0.0,0.0,0.0,0.9,2.9,0.0,0.9,8.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,C-Game,1.7,4500.0,-3.4,0.39,0.0,-5.13,0.00,12.0,6.91,2.68,--,1,45.500,-5.500,25.5
2022,6,riverr1,Ronnie Rivers,RB,LAR,CAR,20.4,25,1.3,0.0,0.0,0.0,0.0,0.0,2.9,10.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,C-Game,1.3,4500.0,-3.9,0.28,0.0,-5.13,0.00,11.7,6.54,2.59,--,1,41.500,-10,25.75
2022,6,ahmeds1,Salvon Ahmed,RB,MIA,MIN,17.7,19,1.2,0.0,0.0,0.0,0.0,0.0,2.9,7.7,0.0,0.6,4.8,0.0,0.0,0.4,0.2,0.0,0.0,0.0,C-Game,1.6,4500.0,-3.6,0.35,0.0,-5.13,0.00,11.9,6.81,2.65,--,-,45.500,3,21.25
2022,6,breidm1,Matt Breida,RB,NYG,BAL,15.8,12,1.0,0.0,0.0,0.0,0.0,0.0,1.7,7.5,0.0,0.4,3.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,C-Game,1.2,5600.0,-5.2,0.22,0.0,-6.38,0.00,11.6,5.25,2.08,--,1,45.500,5.5,20
2022,6,hastyj1,JaMycal Hasty,RB,JAX,@IND,15.1,6,0.9,0.0,0.0,0.0,0.0,0.0,1.2,4.4,0.0,0.5,5.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,C-Game,1.1,4700.0,-4.2,0.24,0.0,-5.36,0.00,11.6,6.22,2.46,--,1,41.000,1.500,19.75
2022,6,harrik1,Kevin Harris,RB,NE,@CLE,25.7,30,0.9,0.0,0.0,0.0,0.0,0.0,2.1,7.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,C-Game,0.9,4600.0,-4.3,0.20,0.0,-5.24,0.00,11.4,6.14,2.48,--,1,43.000,2.500,20.25
2022,6,murral1,Latavius Murray,RB,DEN,@LAC,23.0,29,0.7,0.0,0.0,0.0,0.0,0.0,1.0,3.9,0.0,0.4,2.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,C-Game,1.0,6000.0,-5.9,0.16,0.0,-6.84,0.00,11.4,4.58,1.90,--,-,45.500,4.500,20.5
2022,6,hamc1,C.J. Ham,RB,MIN,@MIA,22.7,27,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,1.1,4500.0,-4.1,0.24,0.0,-5.13,0.00,11.5,6.36,2.55,--,1,45.500,-3.000,24.25
2022,6,davist5,Tyrion Davis-Price,RB,SF,@ATL,19.7,22,0.7,0.0,0.0,0.0,0.0,0.0,1.1,4.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.7,4800.0,-4.8,0.15,0.0,-5.47,0.00,11.2,5.73,2.33,--,1,46.000,-4.500,25.25
2022,6,hubbac1,Chuba Hubbard,RB,CAR,@LAR,11.8,2,0.5,0.0,0.0,0.0,0.0,0.0,1.6,5.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,C-Game,0.5,4700.0,-4.8,0.11,0.0,-5.36,0.00,11.1,5.73,2.36,--,1,41.500,10.000,15.75
2022,6,gillir1,Reggie Gilliam,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.8,4500.0,-4.4,0.17,0.0,-5.13,0.00,11.3,6.12,2.50,--,1,54.000,-2.500,28.25
2022,6,jonest2,Taiwan Jones,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,1.2,4.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,4500.0,-4.7,0.09,0.0,-5.13,0.00,11.0,5.83,2.44,--,-,54.000,-2.500,28.25
2022,6,horvaz1,Zander Horvath,RB,LAC,DEN,15.0,5,0.4,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,0.6,2.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,C-Game,0.7,4600.0,-4.6,0.15,0.0,-5.24,0.00,11.2,5.94,2.43,--,-,45.500,-4.5,25
2022,6,foremd1,D'Onta Foreman,RB,CAR,@LAR,11.8,2,0.4,0.0,0.0,0.0,0.0,0.0,0.9,3.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,4800.0,-5.1,0.07,0.0,-5.47,0.00,10.9,5.46,2.28,--,1,41.500,10.000,15.75
2022,6,wattd1,Derek Watt,RB,PIT,TB,11.6,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.5,4500.0,-4.6,0.11,0.0,-5.13,0.00,11.0,5.91,2.45,--,1,46.000,9.5,18.25
2022,6,davism3,Mike Davis,RB,BAL,@NYG,16.3,15,0.3,0.0,0.0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.3,4900.0,-5.3,0.06,0.0,-5.59,0.00,10.9,5.28,2.22,--,1,45.500,-5.500,25.5
2022,6,brighg1,Gary Brightwell,RB,NYG,BAL,15.8,12,0.2,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.2,5100.0,-5.6,0.05,0.0,-5.81,0.00,10.8,5.02,2.12,--,1,45.500,5.5,20
2022,6,kuppc1,Cooper Kupp,WR,LAR,CAR,22.1,20,16.3,0.0,0.0,0.0,0.0,0.0,0.7,4.6,0.1,8.6,105.3,0.8,0.0,0.2,5.3,0.0,0.0,0.0,A-Game,20.6,9400.0,9.2,2.19,9.3,-2.10,0.99,28.9,17.52,3.07,--,23,41.500,-10,25.75
2022,6,jeffej1,Justin Jefferson,WR,MIN,@MIA,18.9,10,13.9,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,7.1,105.3,0.6,0.0,0.0,4.9,0.0,0.0,0.0,A-Game,17.4,9200.0,6.3,1.90,7.8,-3.28,0.85,25.9,14.76,2.81,--,8,45.500,-3.000,24.25
2022,6,diggss1,Stefon Diggs,WR,BUF,@KC,25.1,25,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,95.6,0.7,0.0,0.0,4.8,0.0,0.0,0.0,A-Game,17.3,8900.0,6.5,1.94,7.2,-3.56,0.81,25.6,14.87,2.88,--,23,54.000,-2.500,28.25
2022,6,evansm1,Mike Evans,WR,TB,@PIT,31.6,31,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,77.2,0.8,0.0,0.0,3.4,0.0,0.0,0.0,A-Game,14.5,7700.0,5.2,1.89,4.3,-5.06,0.55,23.0,13.65,2.98,--,13,46.000,-9.500,27.75
2022,6,samued1,Deebo Samuel,WR,SF,@ATL,24.8,24,12.0,0.0,0.0,0.0,0.0,0.0,3.9,24.2,0.2,4.8,69.6,0.2,0.0,1.0,3.3,0.1,0.0,0.0,A-Game,14.5,7600.0,5.3,1.90,7.0,-2.17,0.92,24.4,15.23,3.21,--,18,46.000,-4.500,25.25
2022,6,chasej1,Ja'Marr Chase,WR,CIN,@NO,25.4,26,11.5,0.0,0.0,0.0,0.0,0.0,0.5,2.1,0.0,6.1,80.9,0.6,0.0,0.1,3.9,0.0,0.0,0.0,A-Game,14.6,8100.0,4.8,1.80,5.2,-4.65,0.64,23.3,13.47,2.87,--,18,43.500,-3.000,23.25
2022,6,brownm6,Marquise Brown,WR,ARI,@SEA,17.2,6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,84.1,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game,14.5,8200.0,4.6,1.77,5.4,-4.50,0.66,23.2,13.24,2.82,--,8,50.500,-2.500,26.5
2022,6,metcad1,DK Metcalf,WR,SEA,ARI,16.6,4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,71.0,0.6,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,13.4,7400.0,4.4,1.81,3.8,-5.14,0.51,22.1,13.10,2.98,--,13,50.500,2.5,24
2022,6,browna5,A.J. Brown,WR,PHI,DAL,18.3,8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,85.5,0.4,0.0,0.0,4.0,0.0,0.0,0.0,B-Game,13.6,7800.0,4.1,1.74,5.4,-4.00,0.70,22.5,13.03,2.88,--,-,42.000,-6.5,24.25
2022,6,willim7,Mike Williams,WR,LAC,DEN,14.7,1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.4,0.4,0.0,0.0,3.6,0.0,0.0,0.0,B-Game,12.9,7900.0,3.3,1.63,4.5,-5.07,0.57,21.8,12.23,2.76,--,-,45.500,-4.5,25
2022,6,davisg2,Gabe Davis,WR,BUF,@KC,25.1,25,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,74.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,12.2,6900.0,3.9,1.77,3.5,-4.84,0.51,21.1,12.76,3.06,--,13,54.000,-2.500,28.25
2022,6,suttoc1,Courtland Sutton,WR,DEN,@LAC,27.7,29,10.1,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,6.1,80.7,0.3,0.0,0.0,3.9,0.1,0.0,0.0,B-Game,13.2,7200.0,4.5,1.83,5.1,-3.57,0.71,22.2,13.48,3.08,--,-,45.500,4.500,20.5
2022,6,hillt1,Tyreek Hill,WR,MIA,MIN,19.0,12,10.1,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,6.5,79.8,0.3,0.0,0.1,4.0,0.1,0.0,0.0,B-Game,13.3,8000.0,3.7,1.67,5.2,-4.48,0.65,22.4,12.69,2.80,--,8,45.500,3,21.25
2022,6,lambc1,CeeDee Lamb,WR,DAL,@PHI,15.6,3,10.1,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,6.1,74.0,0.4,0.0,0.1,3.7,0.1,0.0,0.0,B-Game,13.1,7200.0,4.4,1.82,4.5,-4.20,0.63,22.0,13.32,3.06,--,-,42.000,6.500,17.75
2022,6,locket1,Tyler Lockett,WR,SEA,ARI,16.6,4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.2,0.4,0.0,0.0,3.8,0.0,0.0,0.0,B-Game,12.9,7500.0,3.8,1.72,4.7,-4.34,0.63,21.8,12.75,2.91,--,13,50.500,2.5,24
2022,6,kirkc1,Christian Kirk,WR,JAX,@IND,18.4,9,9.7,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,4.2,68.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,11.8,7000.0,3.3,1.68,3.1,-5.34,0.45,20.7,12.27,2.96,--,8,41.000,1.500,19.75
2022,6,waddlj1,Jaylen Waddle,WR,MIA,MIN,19.0,12,9.4,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,4.4,65.5,0.4,0.0,0.2,3.0,0.0,0.0,0.0,B-Game,11.6,7300.0,2.8,1.59,3.1,-5.75,0.42,20.7,11.91,2.84,--,3,45.500,3,21.25
2022,6,mclaut1,Terry McLaurin,WR,WAS,@CHI,19.9,17,9.2,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,4.2,73.8,0.3,0.0,0.1,3.2,0.0,0.0,0.0,B-Game,11.3,6500.0,3.5,1.74,3.6,-4.24,0.56,20.5,12.63,3.15,--,-,38.500,-1.000,19.75
2022,6,godwic1,Chris Godwin,WR,TB,@PIT,31.6,31,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,5.9,68.9,0.4,0.0,0.0,3.5,0.0,0.0,0.0,B-Game,12.0,6800.0,3.8,1.76,3.9,-4.28,0.58,21.0,12.80,3.09,--,18,46.000,-9.500,27.75
2022,6,lazara1,Allen Lazard,WR,GB,NYJ,21.2,19,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,54.6,0.6,0.0,0.0,2.6,0.0,0.0,0.0,B-Game,10.9,6200.0,3.4,1.75,1.7,-5.84,0.27,19.7,12.25,3.19,--,8,45.000,-7.5,26.25
2022,6,pittmm2,Michael Pittman Jr.,WR,IND,JAX,19.0,11,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,65.5,0.4,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,11.5,6700.0,3.4,1.71,3.5,-4.59,0.52,20.5,12.42,3.06,--,8,41.000,-1.5,21.25
2022,6,coopea1,Amari Cooper,WR,CLE,NE,18.2,7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,62.6,0.3,0.0,0.0,3.2,0.0,0.0,0.0,B-Game,10.9,7100.0,2.3,1.53,3.0,-5.55,0.43,20.0,11.41,2.82,--,8,43.000,-2.5,22.75
2022,6,samuec1,Curtis Samuel,WR,WAS,@CHI,19.9,17,8.0,0.0,0.0,0.0,0.0,0.0,2.1,12.3,0.1,4.8,50.5,0.2,0.0,0.5,2.7,0.0,0.0,0.0,B-Game,10.4,6000.0,3.2,1.74,2.7,-4.55,0.45,20.1,12.84,3.35,--,-,38.500,-1.000,19.75
2022,6,higgit1,Tee Higgins,WR,CIN,@NO,25.4,26,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,59.1,0.3,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,9.8,7200.0,1.1,1.36,2.1,-6.58,0.30,19.0,10.29,2.64,--,3,43.500,-3.000,23.25
2022,6,duverd1,Devin Duvernay,WR,BAL,@NYG,20.1,18,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,51.2,0.5,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,9.5,6200.0,2.0,1.54,1.2,-6.32,0.19,18.6,11.14,3.01,--,3,45.500,-5.500,25.5
2022,6,doubsr1,Romeo Doubs,WR,GB,NYJ,21.2,19,7.8,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,4.1,47.0,0.5,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,9.9,5500.0,3.2,1.79,1.1,-5.55,0.20,19.0,12.33,3.45,--,13,45.000,-7.5,26.25
2022,6,johnsd15,Diontae Johnson,WR,PIT,TB,19.7,14,7.8,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0.0,5.4,57.7,0.3,0.0,0.1,3.1,0.0,0.0,0.0,C-Game,10.5,6300.0,2.9,1.67,2.7,-4.94,0.43,19.7,12.10,3.13,--,8,46.000,9.5,18.25
2022,6,jeudyj1,Jerry Jeudy,WR,DEN,@LAC,27.7,29,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.7,0.5,0.0,0.0,2.1,0.0,0.0,0.0,C-Game,9.2,6500.0,1.4,1.42,0.5,-7.40,0.07,18.3,10.43,2.81,--,-,45.500,4.500,20.5
2022,6,londod1,Drake London,WR,ATL,SF,19.6,13,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,57.4,0.4,0.0,0.0,3.0,0.1,0.0,0.0,C-Game,10.4,6100.0,3.0,1.70,2.6,-4.81,0.42,19.5,12.16,3.20,--,8,46.000,4.5,20.75
2022,6,smithd4,DeVonta Smith,WR,PHI,DAL,18.3,8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,C-Game,10.3,6800.0,2.0,1.51,2.9,-5.34,0.42,19.5,11.25,2.86,--,-,42.000,-6.5,24.25
2022,6,aiyukb1,Brandon Aiyuk,WR,SF,@ATL,24.8,24,7.5,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,3.6,51.1,0.4,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,9.3,5800.0,2.2,1.60,1.2,-5.80,0.21,18.5,11.46,3.19,--,8,46.000,-4.500,25.25
2022,6,moored4,D.J. Moore,WR,CAR,@LAR,25.4,27,7.4,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,4.2,56.9,0.2,0.0,0.2,2.7,0.0,0.0,0.0,C-Game,9.5,5700.0,2.6,1.66,2.0,-4.85,0.36,18.9,12.00,3.31,--,3,41.500,10.000,15.75
2022,6,pickeg1,George Pickens,WR,PIT,TB,19.7,14,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,9.1,5800.0,2.1,1.57,2.0,-5.00,0.35,18.4,11.42,3.18,--,3,46.000,9.5,18.25
2022,6,thiela1,Adam Thielen,WR,MIN,@MIA,18.9,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.7,0.4,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,9.3,5900.0,2.2,1.58,1.5,-5.67,0.25,18.5,11.40,3.14,--,8,45.500,-3.000,24.25
2022,6,meyerj1,Jakobi Meyers,WR,NE,@CLE,24.1,23,7.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,5.1,55.1,0.2,0.0,0.1,2.9,0.0,0.0,0.0,C-Game,9.5,6600.0,1.6,1.45,2.3,-5.71,0.35,18.9,10.92,2.86,--,3,43.000,2.500,20.25
2022,6,valdem1,Marquez Valdes-Scantling,WR,KC,BUF,16.9,5,6.9,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,3.7,53.3,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.8,5800.0,1.8,1.51,1.5,-5.51,0.26,18.2,11.13,3.13,--,8,54.000,2.5,25.75
2022,6,davisc7,Corey Davis,WR,NYJ,@GB,19.9,16,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,51.8,0.3,0.0,0.0,2.2,0.0,0.0,0.0,C-Game,8.3,5800.0,1.3,1.44,1.0,-6.04,0.17,17.7,10.67,3.05,--,3,45.000,7.500,18.75
2022,6,mooned1,Darnell Mooney,WR,CHI,WAS,31.6,32,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,53.2,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,8.8,5800.0,1.8,1.52,1.6,-5.44,0.27,18.2,11.14,3.13,--,-,38.500,1,18.75
2022,6,smithj5,JuJu Smith-Schuster,WR,KC,BUF,16.9,5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.3,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,8.9,6400.0,1.2,1.40,1.7,-6.02,0.27,18.3,10.52,2.85,--,8,54.000,2.5,25.75
2022,6,wilsog1,Garrett Wilson,WR,NYJ,@GB,19.9,16,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,47.0,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.9,5700.0,2.0,1.56,1.2,-5.72,0.21,18.1,11.23,3.18,--,3,45.000,7.500,18.75
2022,6,mckeni1,Isaiah McKenzie,WR,BUF,@KC,25.1,25,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.5,0.4,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.9,6000.0,1.6,1.48,1.1,-6.14,0.19,18.1,10.87,3.02,--,3,54.000,-2.500,28.25
2022,6,boydt2,Tyler Boyd,WR,CIN,@NO,25.4,26,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.8,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.8,6000.0,1.5,1.46,1.3,-5.92,0.22,18.1,10.83,3.01,--,3,43.500,-3.000,23.25
2022,6,cobbr1,Randall Cobb,WR,GB,NYJ,21.2,19,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,52.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,C-Game,8.1,5700.0,1.2,1.43,1.2,-5.72,0.21,17.5,10.65,3.08,--,3,45.000,-7.5,26.25
2022,6,mooree2,Elijah Moore,WR,NYJ,@GB,19.9,16,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,41.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,7.6,5200.0,1.3,1.47,0.3,-6.03,0.05,17.0,10.70,3.27,--,3,45.000,7.500,18.75
2022,6,pierca2,Alec Pierce,WR,IND,JAX,19.0,11,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.7,0.2,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,7.9,5900.0,0.8,1.34,1.2,-5.99,0.19,17.4,10.25,2.95,--,3,41.000,-1.5,21.25
