Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade,DK (Proj),DK ($),DK (Val),DK (Pt/$1k),DK (Flr),DK (Flr Val),DK (Flr/$1k),DK (Ceil),DK (Ceil Val),DK (Ceil/$1k),DK (Wk $ Chg),DK (Own %),O/U,Line,Team O/U
2022,6,warrej1,Jaylen Warren,RB,PIT,TB,11.6,1,3.8,0.0,0.0,0.0,0.0,0.0,5.9,21.9,0.0,1.6,13.6,0.1,0.0,1.1,0.6,0.1,0.0,0.0,C-Game,5.6,4600.0,-2.5,1.22,0.0,-8.14,0.00,16.2,8.03,3.52,--,1,46.000,9.5,18.25
2022,6,brownm4,Malcolm Brown,RB,LAR,CAR,20.4,25,3.7,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.2,0.2,1.3,0.0,0.0,1.3,0.1,0.0,0.0,0.0,C-Game,4.1,4000.0,-3.0,1.03,0.0,-7.08,0.00,15.0,7.89,3.74,--,1,41.500,-10,25.75
2022,6,pachei1,Isiah Pacheco,RB,KC,BUF,18.2,20,3.3,0.0,0.0,0.0,0.0,0.0,6.4,21.3,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,C-Game,3.5,4900.0,-5.2,0.71,0.0,-8.67,0.00,14.5,5.80,2.95,--,1,54.000,2.5,25.75
2022,6,drakek1,Kenyan Drake,RB,BAL,@NYG,16.3,15,3.3,0.0,0.0,0.0,0.0,0.0,6.2,24.7,0.0,1.0,7.0,0.0,0.0,1.2,0.3,0.0,0.0,0.0,C-Game,4.5,4000.0,-2.6,1.13,0.0,-7.08,0.00,15.3,8.23,3.83,--,1,45.500,-5.500,25.5
2022,6,perins1,Samaje Perine,RB,CIN,@NO,16.9,17,3.1,0.0,0.0,0.0,0.0,0.0,4.8,21.7,0.0,1.2,7.7,0.0,0.0,1.1,0.4,0.0,0.0,0.0,C-Game,4.4,5600.0,-5.5,0.79,0.0,-9.91,0.00,15.2,5.33,2.72,--,1,43.500,-3.000,23.25
2022,6,stronp1,Pierre Strong Jr.,RB,NE,@CLE,25.7,30,3.0,0.0,0.0,0.0,0.0,0.0,5.2,18.7,0.1,0.6,4.2,0.0,0.0,0.9,0.2,0.0,0.0,0.0,C-Game,3.8,4000.0,-3.3,0.94,0.0,-7.08,0.00,14.7,7.63,3.68,--,1,43.000,2.500,20.25
2022,6,dallad1,DeeJay Dallas,RB,SEA,ARI,17.7,18,3.0,0.0,0.0,0.0,0.0,0.0,4.0,19.2,0.1,1.5,7.5,0.0,0.0,1.0,0.3,0.0,0.0,0.0,C-Game,4.7,4500.0,-3.2,1.05,0.0,-7.97,0.00,15.5,7.52,3.44,--,1,50.500,2.5,24
2022,6,gainwk1,Kenneth Gainwell,RB,PHI,DAL,15.6,10,2.8,0.0,0.0,0.0,0.0,0.0,3.3,12.0,0.2,0.7,3.7,0.0,0.0,0.6,0.2,0.0,0.0,0.0,C-Game,3.7,4800.0,-4.8,0.77,0.0,-8.50,0.00,14.6,6.15,3.05,--,-,42.000,-6.5,24.25
2022,6,miches1,Sony Michel,RB,LAC,DEN,15.0,5,2.7,0.0,0.0,0.0,0.0,0.0,4.0,14.9,0.0,1.0,8.2,0.0,0.0,0.7,0.4,0.0,0.0,0.0,C-Game,3.9,4600.0,-4.3,0.84,0.0,-8.14,0.00,14.8,6.66,3.22,--,-,45.500,-4.5,25
2022,6,cookj3,James Cook,RB,BUF,@KC,19.9,23,2.6,0.0,0.0,0.0,0.0,0.0,5.1,18.0,0.1,0.5,3.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,C-Game,3.3,4500.0,-4.7,0.73,0.0,-7.97,0.00,14.3,6.36,3.18,--,1,54.000,-2.500,28.25
2022,6,ingram1,Mark Ingram,RB,NO,CIN,16.2,14,2.3,0.0,0.0,0.0,0.0,0.0,3.3,10.4,0.1,0.8,5.5,0.0,0.0,0.5,0.3,0.0,0.0,0.0,C-Game,3.2,5000.0,-5.6,0.65,0.0,-8.85,0.00,14.3,5.47,2.86,--,1,43.500,3,20.25
2022,6,scottb2,Boston Scott,RB,PHI,DAL,15.6,10,2.2,0.0,0.0,0.0,0.0,0.0,2.7,9.6,0.2,0.3,1.2,0.0,0.0,0.5,0.1,0.0,0.0,0.0,C-Game,2.6,4300.0,-5.0,0.60,0.0,-7.61,0.00,13.8,6.16,3.20,--,-,42.000,-6.5,24.25
2022,6,willia4,Avery Williams,RB,ATL,SF,15.5,9,2.1,0.0,0.0,0.0,0.0,0.0,3.2,11.6,0.0,0.8,6.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,C-Game,3.0,4700.0,-5.3,0.63,0.0,-8.32,0.00,14.1,5.80,3.00,--,1,46.000,4.5,20.75
2022,6,juszck1,Kyle Juszczyk,RB,SF,@ATL,19.7,22,1.7,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.1,0.7,5.8,0.1,0.0,0.1,0.3,0.0,0.0,0.0,C-Game,2.5,4000.0,-4.6,0.61,0.0,-7.08,0.00,13.7,6.62,3.42,--,1,46.000,-4.500,25.25
2022,6,ricarp1,Patrick Ricard,RB,BAL,@NYG,16.3,15,1.3,0.0,0.0,0.0,0.0,0.0,0.9,2.9,0.0,0.9,8.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,C-Game,2.3,4000.0,-4.8,0.57,0.0,-7.08,0.00,13.6,6.48,3.39,--,1,45.500,-5.500,25.5
2022,6,riverr1,Ronnie Rivers,RB,LAR,CAR,20.4,25,1.3,0.0,0.0,0.0,0.0,0.0,2.9,10.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,C-Game,1.4,4000.0,-5.7,0.34,0.0,-7.08,0.00,12.8,5.76,3.21,--,1,41.500,-10,25.75
2022,6,ahmeds1,Salvon Ahmed,RB,MIA,MIN,17.7,19,1.2,0.0,0.0,0.0,0.0,0.0,2.9,7.7,0.0,0.6,4.8,0.0,0.0,0.4,0.2,0.0,0.0,0.0,C-Game,2.0,4000.0,-5.1,0.50,0.0,-7.08,0.00,13.4,6.28,3.34,--,-,45.500,3,21.25
2022,6,breidm1,Matt Breida,RB,NYG,BAL,15.8,12,1.0,0.0,0.0,0.0,0.0,0.0,1.7,7.5,0.0,0.4,3.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,C-Game,1.5,4600.0,-6.7,0.32,0.0,-8.14,0.00,12.9,4.81,2.82,--,1,45.500,5.5,20
2022,6,hastyj1,JaMycal Hasty,RB,JAX,@IND,15.1,6,0.9,0.0,0.0,0.0,0.0,0.0,1.2,4.4,0.0,0.5,5.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,C-Game,1.4,4000.0,-5.6,0.36,0.0,-7.08,0.00,12.9,5.84,3.23,--,1,41.000,1.500,19.75
2022,6,harrik1,Kevin Harris,RB,NE,@CLE,25.7,30,0.9,0.0,0.0,0.0,0.0,0.0,2.1,7.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,C-Game,1.0,4000.0,-6.1,0.24,0.0,-7.08,0.00,12.6,5.47,3.14,--,1,43.000,2.500,20.25
2022,6,murral1,Latavius Murray,RB,DEN,@LAC,23.0,29,0.7,0.0,0.0,0.0,0.0,0.0,1.0,3.9,0.0,0.4,2.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,C-Game,1.2,4500.0,-6.7,0.27,0.0,-7.97,0.00,12.7,4.78,2.83,--,-,45.500,4.500,20.5
2022,6,hamc1,C.J. Ham,RB,MIN,@MIA,22.7,27,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,1.5,4000.0,-5.6,0.37,0.0,-7.08,0.00,12.9,5.86,3.23,--,1,45.500,-3.000,24.25
2022,6,davist5,Tyrion Davis-Price,RB,SF,@ATL,19.7,22,0.7,0.0,0.0,0.0,0.0,0.0,1.1,4.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.7,4000.0,-6.3,0.18,0.0,-7.08,0.00,12.4,5.29,3.09,--,1,46.000,-4.500,25.25
2022,6,hubbac1,Chuba Hubbard,RB,CAR,@LAR,11.8,2,0.5,0.0,0.0,0.0,0.0,0.0,1.6,5.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,C-Game,0.6,4400.0,-7.2,0.13,0.0,-7.79,0.00,12.3,4.46,2.78,--,1,41.500,10.000,15.75
2022,6,gillir1,Reggie Gilliam,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,1.1,4000.0,-6.0,0.28,0.0,-7.08,0.00,12.7,5.59,3.17,--,1,54.000,-2.500,28.25
2022,6,jonest2,Taiwan Jones,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,1.2,4.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,4000.0,-6.7,0.11,0.0,-7.08,0.00,12.1,5.05,3.03,--,-,54.000,-2.500,28.25
2022,6,horvaz1,Zander Horvath,RB,LAC,DEN,15.0,5,0.4,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,0.6,2.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,C-Game,1.0,4000.0,-6.1,0.25,0.0,-7.08,0.00,12.6,5.50,3.15,--,-,45.500,-4.5,25
2022,6,foremd1,D'Onta Foreman,RB,CAR,@LAR,11.8,2,0.4,0.0,0.0,0.0,0.0,0.0,0.9,3.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,4000.0,-6.7,0.10,0.0,-7.08,0.00,12.1,5.02,3.03,--,1,41.500,10.000,15.75
2022,6,wattd1,Derek Watt,RB,PIT,TB,11.6,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.7,4000.0,-6.4,0.18,0.0,-7.08,0.00,12.4,5.29,3.09,--,1,46.000,9.5,18.25
2022,6,davism3,Mike Davis,RB,BAL,@NYG,16.3,15,0.3,0.0,0.0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.3,4800.0,-8.2,0.06,0.0,-8.50,0.00,12.0,3.54,2.51,--,1,45.500,-5.500,25.5
2022,6,brighg1,Gary Brightwell,RB,NYG,BAL,15.8,12,0.2,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.3,4000.0,-6.8,0.07,0.0,-7.08,0.00,12.0,4.92,3.00,--,1,45.500,5.5,20
2022,6,kuppc1,Cooper Kupp,WR,LAR,CAR,22.1,20,16.3,0.0,0.0,0.0,0.0,0.0,0.7,4.6,0.1,8.6,105.3,0.8,0.0,0.2,5.3,0.0,0.0,0.0,A-Game,25.6,9700.0,6.5,2.64,12.0,-7.08,1.24,34.1,14.95,3.51,--,18,41.500,-10,25.75
2022,6,jeffej1,Justin Jefferson,WR,MIN,@MIA,18.9,10,13.9,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,7.1,105.3,0.6,0.0,0.0,4.9,0.0,0.0,0.0,A-Game,21.7,8900.0,4.1,2.43,9.9,-7.63,1.11,30.4,12.83,3.41,--,8,45.500,-3.000,24.25
2022,6,diggss1,Stefon Diggs,WR,BUF,@KC,25.1,25,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,95.6,0.7,0.0,0.0,4.8,0.0,0.0,0.0,A-Game,21.7,8400.0,5.2,2.59,9.5,-7.02,1.13,30.4,13.82,3.62,--,23,54.000,-2.500,28.25
2022,6,evansm1,Mike Evans,WR,TB,@PIT,31.6,31,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,77.2,0.8,0.0,0.0,3.4,0.0,0.0,0.0,A-Game,17.2,7000.0,3.4,2.46,5.1,-8.66,0.73,26.2,12.46,3.75,--,8,46.000,-9.500,27.75
2022,6,samued1,Deebo Samuel,WR,SF,@ATL,24.8,24,12.0,0.0,0.0,0.0,0.0,0.0,3.9,24.2,0.2,4.8,69.6,0.2,0.0,1.0,3.3,0.1,0.0,0.0,A-Game,17.5,7600.0,2.5,2.30,8.1,-6.89,1.06,27.9,12.93,3.67,--,13,46.000,-4.500,25.25
2022,6,chasej1,Ja'Marr Chase,WR,CIN,@NO,25.4,26,11.5,0.0,0.0,0.0,0.0,0.0,0.5,2.1,0.0,6.1,80.9,0.6,0.0,0.1,3.9,0.0,0.0,0.0,A-Game,18.2,7700.0,3.0,2.36,6.8,-8.39,0.88,27.3,12.14,3.55,--,13,43.500,-3.000,23.25
2022,6,brownm6,Marquise Brown,WR,ARI,@SEA,17.2,6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,84.1,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game,18.1,7200.0,3.9,2.51,7.0,-7.15,0.98,27.2,13.00,3.78,--,8,50.500,-2.500,26.5
2022,6,metcad1,DK Metcalf,WR,SEA,ARI,16.6,4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,71.0,0.6,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,16.4,6800.0,3.0,2.42,5.0,-8.37,0.74,25.7,12.28,3.78,--,18,50.500,2.5,24
2022,6,browna5,A.J. Brown,WR,PHI,DAL,18.3,8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,85.5,0.4,0.0,0.0,4.0,0.0,0.0,0.0,B-Game,17.0,7300.0,2.6,2.33,6.9,-7.45,0.95,26.4,11.99,3.61,--,-,42.000,-6.5,24.25
2022,6,willim7,Mike Williams,WR,LAC,DEN,14.7,1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.4,0.4,0.0,0.0,3.6,0.0,0.0,0.0,B-Game,15.9,7400.0,1.3,2.15,5.6,-8.97,0.76,25.3,10.74,3.42,--,-,45.500,-4.5,25
2022,6,davisg2,Gabe Davis,WR,BUF,@KC,25.1,25,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,74.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,14.6,6500.0,1.8,2.25,4.1,-8.69,0.63,24.1,11.31,3.71,--,8,54.000,-2.500,28.25
2022,6,suttoc1,Courtland Sutton,WR,DEN,@LAC,27.7,29,10.1,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,6.1,80.7,0.3,0.0,0.0,3.9,0.1,0.0,0.0,B-Game,16.8,6400.0,4.2,2.63,6.8,-5.82,1.06,26.3,13.64,4.10,--,-,45.500,4.500,20.5
2022,6,hillt1,Tyreek Hill,WR,MIA,MIN,19.0,12,10.1,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,6.5,79.8,0.3,0.0,0.1,4.0,0.1,0.0,0.0,B-Game,17.1,7500.0,2.4,2.28,7.0,-7.78,0.93,26.6,11.80,3.54,--,8,45.500,3,21.25
2022,6,lambc1,CeeDee Lamb,WR,DAL,@PHI,15.6,3,10.1,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,6.1,74.0,0.4,0.0,0.1,3.7,0.1,0.0,0.0,B-Game,16.7,6700.0,3.5,2.49,6.1,-7.06,0.92,26.1,12.88,3.89,--,-,42.000,6.500,17.75
2022,6,locket1,Tyler Lockett,WR,SEA,ARI,16.6,4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.2,0.4,0.0,0.0,3.8,0.0,0.0,0.0,B-Game,16.4,5600.0,5.3,2.92,6.3,-4.73,1.13,25.8,14.77,4.61,--,33,50.500,2.5,24
2022,6,kirkc1,Christian Kirk,WR,JAX,@IND,18.4,9,9.7,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,4.2,68.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,14.3,5800.0,2.9,2.47,3.9,-7.53,0.67,23.9,12.50,4.12,--,13,41.000,1.500,19.75
2022,6,waddlj1,Jaylen Waddle,WR,MIA,MIN,19.0,12,9.4,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,4.4,65.5,0.4,0.0,0.2,3.0,0.0,0.0,0.0,B-Game,14.3,6200.0,2.1,2.31,4.0,-8.26,0.64,24.0,11.81,3.88,--,3,45.500,3,21.25
2022,6,mclaut1,Terry McLaurin,WR,WAS,@CHI,19.9,17,9.2,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,4.2,73.8,0.3,0.0,0.1,3.2,0.0,0.0,0.0,B-Game,13.9,6100.0,1.9,2.28,4.4,-7.62,0.72,23.7,11.66,3.88,--,-,38.500,-1.000,19.75
2022,6,godwic1,Chris Godwin,WR,TB,@PIT,31.6,31,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,5.9,68.9,0.4,0.0,0.0,3.5,0.0,0.0,0.0,B-Game,15.4,6100.0,3.4,2.53,5.5,-6.53,0.90,25.0,12.96,4.09,--,18,46.000,-9.500,27.75
2022,6,lazara1,Allen Lazard,WR,GB,NYJ,21.2,19,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,54.6,0.6,0.0,0.0,2.6,0.0,0.0,0.0,B-Game,13.1,6000.0,1.3,2.19,2.2,-9.57,0.37,22.7,10.93,3.79,--,3,45.000,-7.5,26.25
2022,6,pittmm2,Michael Pittman Jr.,WR,IND,JAX,19.0,11,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,65.5,0.4,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,14.7,6900.0,1.1,2.14,4.9,-8.65,0.72,24.4,10.77,3.53,--,3,41.000,-1.5,21.25
2022,6,coopea1,Amari Cooper,WR,CLE,NE,18.2,7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,62.6,0.3,0.0,0.0,3.2,0.0,0.0,0.0,B-Game,13.9,5900.0,2.3,2.36,4.3,-7.35,0.72,23.6,12.02,4.01,--,8,43.000,-2.5,22.75
2022,6,samuec1,Curtis Samuel,WR,WAS,@CHI,19.9,17,8.0,0.0,0.0,0.0,0.0,0.0,2.1,12.3,0.1,4.8,50.5,0.2,0.0,0.5,2.7,0.0,0.0,0.0,B-Game,13.3,5700.0,2.1,2.33,3.8,-7.46,0.66,23.6,12.34,4.13,--,-,38.500,-1.000,19.75
2022,6,higgit1,Tee Higgins,WR,CIN,@NO,25.4,26,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,59.1,0.3,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,12.1,6300.0,-0.3,1.93,2.8,-9.63,0.44,22.1,9.65,3.50,--,3,43.500,-3.000,23.25
2022,6,duverd1,Devin Duvernay,WR,BAL,@NYG,20.1,18,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,51.2,0.5,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,11.6,4700.0,2.3,2.47,1.6,-7.65,0.34,21.5,12.22,4.57,--,3,45.500,-5.500,25.5
2022,6,doubsr1,Romeo Doubs,WR,GB,NYJ,21.2,19,7.8,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,4.1,47.0,0.5,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,12.2,4800.0,2.8,2.55,1.8,-7.61,0.38,22.1,12.67,4.61,--,13,45.000,-7.5,26.25
2022,6,johnsd15,Diontae Johnson,WR,PIT,TB,19.7,14,7.8,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0.0,5.4,57.7,0.3,0.0,0.1,3.1,0.0,0.0,0.0,C-Game,13.6,5700.0,2.4,2.39,4.0,-7.23,0.70,23.5,12.23,4.12,--,8,46.000,9.5,18.25
2022,6,jeudyj1,Jerry Jeudy,WR,DEN,@LAC,27.7,29,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.7,0.5,0.0,0.0,2.1,0.0,0.0,0.0,C-Game,11.0,5500.0,0.2,2.00,0.7,-10.15,0.12,20.9,10.09,3.80,--,-,45.500,4.500,20.5
2022,6,londod1,Drake London,WR,ATL,SF,19.6,13,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,57.4,0.4,0.0,0.0,3.0,0.1,0.0,0.0,C-Game,13.4,5400.0,2.7,2.48,3.8,-6.83,0.71,23.2,12.55,4.29,--,13,46.000,4.5,20.75
2022,6,smithd4,DeVonta Smith,WR,PHI,DAL,18.3,8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,C-Game,13.2,6200.0,1.0,2.14,4.1,-8.11,0.66,23.1,10.89,3.73,--,-,42.000,-6.5,24.25
2022,6,aiyukb1,Brandon Aiyuk,WR,SF,@ATL,24.8,24,7.5,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,3.6,51.1,0.4,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,11.4,5400.0,0.7,2.11,1.7,-8.94,0.32,21.4,10.72,3.96,--,3,46.000,-4.500,25.25
2022,6,moored4,D.J. Moore,WR,CAR,@LAR,25.4,27,7.4,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,4.2,56.9,0.2,0.0,0.2,2.7,0.0,0.0,0.0,C-Game,12.0,5100.0,1.9,2.35,2.8,-7.24,0.55,22.1,12.02,4.33,--,3,41.500,10.000,15.75
2022,6,pickeg1,George Pickens,WR,PIT,TB,19.7,14,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,11.4,4600.0,2.4,2.49,2.7,-6.38,0.58,21.5,12.45,4.68,--,3,46.000,9.5,18.25
2022,6,thiela1,Adam Thielen,WR,MIN,@MIA,18.9,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.7,0.4,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,12.0,5900.0,0.3,2.03,2.4,-9.21,0.41,21.9,10.27,3.71,--,3,45.500,-3.000,24.25
2022,6,meyerj1,Jakobi Meyers,WR,NE,@CLE,24.1,23,7.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,5.1,55.1,0.2,0.0,0.1,2.9,0.0,0.0,0.0,C-Game,12.5,5300.0,2.0,2.35,3.4,-7.00,0.65,22.5,12.03,4.24,--,3,43.000,2.500,20.25
2022,6,valdem1,Marquez Valdes-Scantling,WR,KC,BUF,16.9,5,6.9,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,3.7,53.3,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,11.0,4500.0,2.1,2.44,2.1,-6.81,0.46,21.1,12.25,4.69,--,13,54.000,2.5,25.75
2022,6,davisc7,Corey Davis,WR,NYJ,@GB,19.9,16,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,51.8,0.3,0.0,0.0,2.2,0.0,0.0,0.0,C-Game,10.1,4800.0,0.6,2.10,1.1,-8.31,0.24,20.3,10.81,4.22,--,3,45.000,7.500,18.75
2022,6,mooned1,Darnell Mooney,WR,CHI,WAS,31.6,32,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,53.2,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,11.1,4800.0,1.7,2.32,2.2,-7.24,0.46,21.2,11.75,4.42,--,-,38.500,1,18.75
2022,6,smithj5,JuJu Smith-Schuster,WR,KC,BUF,16.9,5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.3,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,11.4,5200.0,1.1,2.19,2.5,-7.74,0.48,21.5,11.21,4.13,--,8,54.000,2.5,25.75
2022,6,wilsog1,Garrett Wilson,WR,NYJ,@GB,19.9,16,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,47.0,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,11.3,5000.0,1.5,2.27,2.0,-7.86,0.40,21.3,11.50,4.27,--,3,45.000,7.500,18.75
2022,6,mckeni1,Isaiah McKenzie,WR,BUF,@KC,25.1,25,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.5,0.4,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,11.4,5000.0,1.6,2.28,2.0,-7.85,0.40,21.4,11.57,4.28,--,3,54.000,-2.500,28.25
2022,6,boydt2,Tyler Boyd,WR,CIN,@NO,25.4,26,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.8,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,11.2,5100.0,1.2,2.20,2.1,-7.91,0.42,21.3,11.25,4.18,--,3,43.500,-3.000,23.25
2022,6,cobbr1,Randall Cobb,WR,GB,NYJ,21.2,19,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,52.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,C-Game,10.1,4400.0,1.4,2.29,1.5,-7.16,0.34,20.3,11.63,4.61,--,3,45.000,-7.5,26.25
2022,6,mooree2,Elijah Moore,WR,NYJ,@GB,19.9,16,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,41.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,9.4,4900.0,-0.2,1.93,0.5,-9.12,0.11,19.7,10.01,4.01,--,3,45.000,7.500,18.75
2022,6,pierca2,Alec Pierce,WR,IND,JAX,19.0,11,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.7,0.2,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,10.1,4300.0,1.6,2.34,1.7,-6.79,0.39,20.3,11.86,4.73,--,8,41.000,-1.5,21.25
2022,6,moorer1,Rondale Moore,WR,ARI,@SEA,17.2,6,6.0,0.0,0.0,0.0,0.0,0.0,1.1,4.5,0.0,4.8,47.5,0.1,0.0,0.2,2.7,0.0,0.0,0.0,C-Game,11.2,4200.0,2.9,2.66,2.5,-5.76,0.60,21.4,13.17,5.10,--,18,50.500,-2.500,26.5
2022,6,robina3,Allen Robinson,WR,LAR,CAR,22.1,20,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.2,0.4,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,9.0,4900.0,-0.7,1.83,0.4,-9.24,0.08,19.2,9.56,3.92,--,1,41.500,-10,25.75
2022,6,jonesz1,Zay Jones,WR,JAX,@IND,18.4,9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,44.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,11.3,4200.0,3.0,2.68,2.7,-5.55,0.65,21.4,13.15,5.10,--,8,41.000,1.500,19.75
2022,6,gallum1,Michael Gallup,WR,DAL,@PHI,15.6,3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,C-Game,9.7,4800.0,0.2,2.01,1.2,-8.23,0.25,20.0,10.51,4.16,--,-,42.000,6.500,17.75
