"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Najee Harris","RB","PIT",0,0,0,0,0,16.6,71.3,0.6,2.1,20.4,0.1,14.4,15.5," -- Over UD Receiving Yards of 11.5 -- Over PP Receiving Yards of 11.5"
"Nick Chubb","RB","CLE",0,0,0,0,0,11.7,50.1,0.5,1.1,9.2,0.2,10.7,11.2,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4.4,20.4,0.1,1.5,10,0.1,5,5.7,""
"Jonathon Brooks","RB","CAR",0,0,0,0,0,6.1,23.3,0.1,2,13.1,0.2,6.4,7.4,""
"Devin Singletary","RB","NYG",0,0,0,0,0,6.1,26.1,0.3,0.9,6.7,0.1,6.1,6.6,""
"Jamaal Williams","RB","NO",0,0,0,0,0,7.9,27.8,0.5,1.1,4.9,0.1,7.4,8,""
"Patrick Taylor","RB","SF",0,0,0,0,0,3,15.3,0.2,1.1,9.8,0.1,4.9,5.4,""
"Travis Homer","RB","CHI",0,0,0,0,0,3.1,15.7,0.3,0.8,3.5,0.1,4.7,5.1,""
"Kareem Hunt","RB","KC",0,0,0,0,0,10.1,34,0.4,1.1,8.9,0.1,7.8,8.4,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,4.8,20.6,0.2,1.6,7,0.2,6,6.8,""
"Raheem Mostert","RB","MIA",0,0,0,0,0,8.2,34.5,0.5,1.2,11.6,0.1,8.8,9.4,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,9,34.1,0.4,1.2,9.4,0.2,8.6,9.2,""
"Blake Corum","RB","LAR",0,0,0,0,0,5.4,19.4,0.2,0.3,2.7,0.1,4.2,4.3,""
"Ray Davis","RB","BUF",0,0,0,0,0,9.2,35.9,0.3,1.1,9.7,0.1,7.5,8.1,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.6,32.1,0.2,1.1,5.7,0.2,6.7,7.3,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,7.2,27,0.2,0.7,5.5,0.1,5.4,5.8,""
"David Montgomery","RB","DET",0,0,0,0,0,12.8,55.3,0.7,2.3,21.6,0.1,13.6,14.8,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,12,62,0.3,2,10,0.3,11.8,12.8,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,3.9,13.3,0.3,1.1,5,0.1,4.8,5.3,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,4.7,21.8,0.3,0,0,0.1,4.6,4.6,""
"Tyjae Spears","RB","TEN",0,0,0,0,0,5.2,24.6,0.3,2.4,13.3,0.1,7.4,8.6,""
"Tank Bigsby","RB","JAC",0,0,0,0,0,11.1,55.1,0.4,0.4,3.3,0.1,9,9.2," -- Over UD Rush Yards of 31.5 -- Over PP Rush Yards of: 31.5"
"Rachaad White","RB","TB",0,0,0,0,0,7.6,33.6,0.3,3.3,27.2,0.4,11.9,13.6," -- Under UD Rush Yards of 42.5 -- Under PP Rush Yards of 42.5"
"Ameer Abdullah","RB","LV",0,0,0,0,0,8.3,29.3,0.3,2.8,22.1,0.2,9.5,10.9,""
"Trey Benson","RB","ARI",0,0,0,0,0,7.4,27.4,0.2,0.5,5.5,0.1,5.3,5.6,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,5.5,22.2,0.3,2,11.7,0.1,6.8,7.8,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,5.4,27.9,0.5,2.6,27,0.2,11,12.3," -- Under UD Rush Yards of 33.5 -- Under PP Rush Yards of 33.5 -- Over UD Receiving Yards of 18.5 -- Over PP Receiving Yards of 17.5"
"Jerome Ford","RB","CLE",0,0,0,0,0,6.6,31.5,0.1,2.9,15.6,0.2,8,9.4,""
"Will Shipley","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Israel Abanikanda","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Isaiah Davis","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Julius Chestnut","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Emari Demercado","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AJ Brown","WR","PHI",0,0,0,0,0,0,0,0,5.1,91.8,0.5,14.7,17.3,""
"Adam Thielen","WR","CAR",0,0,0,0,0,0,0,0,3.2,45.9,0.4,8.6,10.2,""
"Malik Nabers","WR","NYG",0,0,0,0,0,0,0,0,5.4,57,0.4,10.8,13.5," -- Under UD Receiving Yards of 74.5 -- Under PP Receiving Yards of 73.5"
"Marquez Valdes-Scantling","WR","NO",0,0,0,0,0,0,0,0,2.3,49.1,0.4,8.5,9.6," -- Over UD Receiving Yards of 34.5 -- Over PP Receiving Yards of 34.5"
"Jauan Jennings","WR","SF",0,0,0,0,0,0,0,0,4.9,59.6,0.4,10.8,13.3,""
"DJ Moore","WR","CHI",0,0,0,0,0,0.6,3.2,0,5.2,59.1,0.4,11.2,13.8,""
"DeAndre Hopkins","WR","KC",0,0,0,0,0,0,0,0,4.3,55.2,0.5,10.7,12.8," -- Over PP Receiving Yards of 42.5"
"Ladd McConkey","WR","LAC",0,0,0,0,0,0,0,0,4.8,66.2,0.5,12,14.4,""
"Tyreek Hill","WR","MIA",0,0,0,0,0,1.1,4.8,0,4.9,62.1,0.5,12.1,14.6,""
"Davante Adams","WR","NYJ",0,0,0,0,0,0,0,0,5.2,58.8,0.4,10.9,13.5,""
"Puka Nacua","WR","LAR",0,0,0,0,0,0.3,2.2,0,7.6,95.9,0.5,16.6,20.4," -- Over UD Receiving Yards of 77.5 -- Over PP Receiving Yards of 76.5"
"Khalil Shakir","WR","BUF",0,0,0,0,0,0,0,0,5.5,56.6,0.3,10.2,13,""
"Justin Jefferson","WR","MIN",0,0,0,0,0,0.1,0.6,0,5.7,76.6,0.4,13,15.8," -- Under PP Fantasy Score of 17.5"
"Drake London","WR","ATL",0,0,0,0,0,0,0,0,6.6,73.9,0.6,14.3,17.6,""
"Amon-Ra St Brown","WR","DET",0,0,0,0,0,0,0,0,7,79.6,0.7,15.7,19.2,""
"Jayden Reed","WR","GB",0,0,0,0,0,0.8,7.6,0,4,58.4,0.5,11.6,13.6," -- Under PP Fantasy Score of 14"
"CeeDee Lamb","WR","DAL",0,0,0,0,0,1,7,0.1,6.6,61.9,0.6,14.4,17.7," -- Under UD Receiving Yards of 70.5 -- Under PP Receiving Yards of 70.5"
"JaMarr Chase","WR","CIN",0,0,0,0,0,0.3,1,0,6.2,90.2,0.9,17.6,20.7,""
"Calvin Ridley","WR","TEN",0,0,0,0,0,0.7,3.3,0,4.9,69.7,0.5,12.8,15.2,""
"Brian Thomas Jr","WR","JAC",0,0,0,0,0,0.4,3.1,0,4,62.5,0.6,12.2,14.2,""
"Mike Evans","WR","TB",0,0,0,0,0,0,0,0,4.6,74.9,0.8,14.6,16.9,""
"Jakobi Meyers","WR","LV",0,0,0,0,0,0.5,3,0,5.6,73.1,0.4,12.8,15.6,""
"Marvin Harrison Jr","WR","ARI",0,0,0,0,0,0,0,0,3.5,53.5,0.7,11.3,13.1,""
"DK Metcalf","WR","SEA",0,0,0,0,0,0,0,0,4.6,66,0.4,11.3,13.6,""
"George Pickens","WR","PIT",0,0,0,0,0,0,0,0,4.8,80.9,0.5,13.5,15.9,""
"Jerry Jeudy","WR","CLE",0,0,0,0,0,0,0,0,4.6,83.6,0.4,13.1,15.4," -- Over UD Receiving Yards of 66.5 -- Over PP Receiving Yards of 66.5"
"DeVonta Smith","WR","PHI",0,0,0,0,0,0,0,0,4.9,55.3,0.4,10.4,12.8,""
"Xavier Legette","WR","CAR",0,0,0,0,0,0.3,2,0,3.1,40.2,0.3,7.6,9.1,""
"Darius Slayton","WR","NYG",0,0,0,0,0,0,0,0,2.5,39.7,0.2,6.4,7.7," -- Over UD Receiving Yards of 23.5 -- Over PP Receiving Yards of 23.5"
"Kevin Austin","WR","NO",0,0,0,0,0,0.4,4.4,0,2.5,35.9,0.3,7.1,8.3,""
"Deebo Samuel","WR","SF",0,0,0,0,0,1.9,11.1,0.2,3.3,42.6,0.3,10,11.7,""
"Keenan Allen","WR","CHI",0,0,0,0,0,0,0,0,4.9,55.1,0.4,10.4,12.8,""
"Xavier Worthy","WR","KC",0,0,0,0,0,0.6,3.9,0,2.5,31.3,0.3,6.6,7.8," -- Under PP Receiving Yards of 38.5"
"Quentin Johnston","WR","LAC",0,0,0,0,0,0,0,0,2.4,37,0.5,7.9,9.1,""
"Jaylen Waddle","WR","MIA",0,0,0,0,0,0.4,1.2,0,3.6,52.5,0.3,9,10.8,""
"Garrett Wilson","WR","NYJ",0,0,0,0,0,0.3,0.9,0,5.2,53.5,0.4,10.4,13," -- Under UD Receiving Yards of 61.5"
"Cooper Kupp","WR","LAR",0,0,0,0,0,0.4,1.7,0,7.7,75.6,0.6,15.2,19,""
"Amari Cooper","WR","BUF",0,0,0,0,0,0,0,0,2.8,43,0.6,9.3,10.7,""
"Jordan Addison","WR","MIN",0,0,0,0,0,0.4,2.5,0.1,3.9,61.2,0.5,11.9,13.9,""
"Darnell Mooney","WR","ATL",0,0,0,0,0,0,0,0,4.7,63.4,0.6,12.3,14.6,""
"Jameson Williams","WR","DET",0,0,0,0,0,0.6,4.1,0,3.4,65.6,0.3,10.5,12.2," -- Over UD Receiving Yards of 49.5 -- Over PP Receiving Yards of 49.5"
"Christian Watson","WR","GB",0,0,0,0,0,0,0,0,2.7,64.4,0.2,9,10.3," -- Over UD Receiving Yards of 48.5 -- Over PP Receiving Yards of 50.5"
"KaVontae Turpin","WR","DAL",0,0,0,0,0,0.5,4,0,2.7,28.7,0.3,6.4,7.8,""
"Tee Higgins","WR","CIN",0,0,0,0,0,0,0,0,6.1,73.7,0.7,14.6,17.7,""
"Nick Westbrook-Ikhine","WR","TEN",0,0,0,0,0,0,0,0,3.1,64,0.6,11.6,13.1," -- Over UD Receiving Yards of 35.5 -- Over PP Receiving Yards of 35.5"
"Parker Washington","WR","JAC",0,0,0,0,0,0,0,0,2.5,46,0.3,7.7,8.9," -- Over UD Receiving Yards of 30.5 -- Over PP Receiving Yards of 31.5"
"Sterling Shepard","WR","TB",0,0,0,0,0,0.6,5.2,0,3.3,23.8,0.2,5.8,7.4,""
"Tre Tucker","WR","LV",0,0,0,0,0,0.8,4.4,0.1,2.8,38.4,0.2,7.5,8.9,""
"Michael Wilson","WR","ARI",0,0,0,0,0,0,0,0,3,34.6,0.4,7.4,8.9,""
"Jaxon Smith-Njigba","WR","SEA",0,0,0,0,0,0.2,1,0,5.6,64.1,0.5,12.3,15.1,""
"Mike Williams","WR","PIT",0,0,0,0,0,0,0,0,1,17.4,0.3,4,4.5,""
"Elijah Moore","WR","CLE",0,0,0,0,0,0,0,0,5.2,50.5,0.3,9.5,12.1,""
"Jahan Dotson","WR","PHI",0,0,0,0,0,0.2,1.5,0,1.1,12.4,0.1,2.5,3.1," -- Under UD Receiving Yards of 46.5"
"Jalen Coker","WR","CAR",0,0,0,0,0,0,0,0,3,30.2,0.1,5.1,6.6," -- Under UD Receiving Yards of 35.5"
"WanDale Robinson","WR","NYG",0,0,0,0,0,0.3,2.5,0,4.4,28.7,0.3,7.1,9.3,""
"Cedrick Wilson","WR","NO",0,0,0,0,0,0,0,0,1.9,19,0.2,4.1,5,""
"Ricky Pearsall","WR","SF",0,0,0,0,0,0.9,7.4,0,2.3,30.6,0.3,6.8,7.9,""
"Rome Odunze","WR","CHI",0,0,0,0,0,0.3,1.6,0,3.4,43.5,0.2,7.4,9.1,""
"Justin Watson","WR","KC",0,0,0,0,0,0,0,0,1.4,21.5,0.1,3.5,4.2," -- Under UD Receiving Yards of 35.5"
"Joshua Palmer","WR","LAC",0,0,0,0,0,0,0,0,1.9,39.1,0.2,6.1,7,""
"Malik Washington","WR","MIA",0,0,0,0,0,1.1,6.1,0,1.3,7.7,0.1,2.6,3.3," -- Under UD Receiving Yards of 45.5"
"Malachi Corley","WR","NYJ",0,0,0,0,0,0,0,0,0.4,7.8,0.2,2.2,2.4," -- Under UD Receptions of 5.5 -- Under UD Receiving Yards of 61.5"
"Demarcus Robinson","WR","LAR",0,0,0,0,0,0,0,0,2.1,29.7,0.4,6.4,7.5," -- Under UD Receiving Yards of 66.5"
"Mack Hollins","WR","BUF",0,0,0,0,0,0,0,0,2.4,37.9,0.3,6.8,8,""
"Jalen Nailor","WR","MIN",0,0,0,0,0,0,0,0,0.9,8.9,0.3,3.1,3.6," -- Under UD Receptions of 3.5 -- Under UD Receiving Yards of 46.5"
"Ray-Ray McCloud","WR","ATL",0,0,0,0,0,0.5,4.3,0,4.2,44.2,0.2,8.2,10.3," -- Under UD Receiving Yards of 51.5"
"Tim Patrick","WR","DET",0,0,0,0,0,0,0,0,2.7,18.4,0.2,4.4,5.7," -- Under UD Receptions of 3.5 -- Under UD Receiving Yards of 49.5 -- Under PP Receiving Yards of 24.5 -- Under UD Fantasy Score of 9.25 -- Under PP Fantasy Score of 5.5"
"Dontayvion Wicks","WR","GB",0,0,0,0,0,0,0,0,3.1,34.6,0.5,8,9.6," -- Under UD Receiving Yards of 48.5 -- Under PP Receiving Yards of 41.5 -- Under PP Fantasy Score of 9.5"
"Jalen Tolbert","WR","DAL",0,0,0,0,0,0,0,0,2.9,29.3,0.3,6.2,7.6,""
"Andrei Iosivas","WR","CIN",0,0,0,0,0,0,0,0,1.8,24.8,0.2,4.6,5.5," -- Under UD Receiving Yards of 72.5"
"Tyler Boyd","WR","TEN",0,0,0,0,0,0,0,0,2.9,26.3,0.3,5.9,7.3," -- Under UD Receiving Yards of 35.5"
"Devin Duvernay","WR","JAC",0,0,0,0,0,0.4,1.7,0,1.4,14.7,0.2,3.5,4.2," -- Under UD Receiving Yards of 30.5"
"Jalen McMillan","WR","TB",0,0,0,0,0,0,0,0,1.7,20.5,0.2,4.1,5,""
"Terrace Marshall","WR","LV",0,0,0,0,0,0,0,0,0.7,11.2,0.2,2.7,3,""
"Greg Dortch","WR","ARI",0,0,0,0,0,0,0,0,1.5,10.9,0.1,2.4,3.2," -- Under UD Receiving Yards of 30.5"
"Tyler Lockett","WR","SEA",0,0,0,0,0,0,0,0,2.5,31.4,0.3,6.2,7.4," -- Under UD Receptions of 5.5 -- Under UD Receiving Yards of 61.5"
"Van Jefferson","WR","PIT",0,0,0,0,0,0,0,0,1.6,22.4,0.2,4.2,5,""
"Mike Woods","WR","CLE",0,0,0,0,0,0,0,0,1.5,34.8,0.2,5.4,6.2," -- Under UD Receiving Yards of 51.5"
"Grant Calcaterra","TE","PHI",0,0,0,0,0,0,0,0,2.8,32.8,0.2,5.9,7.3,""
"Tommy Tremble","TE","CAR",0,0,0,0,0,0,0,0,1.9,22.3,0.2,4.4,5.3,""
"Daniel Bellinger","TE","NYG",0,0,0,0,0,0,0,0,2,20.6,0.1,3.7,4.7,""
"Juwan Johnson","TE","NO",0,0,0,0,0,0,0,0,3.3,33.8,0.2,6.2,7.9,""
"George Kittle","TE","SF",0,0,0,0,0,0,0,0,6.4,75.6,0.5,13.8,17,""
"Cole Kmet","TE","CHI",0,0,0,0,0,0,0,0,3.6,39.4,0.4,8.1,9.9,""
"Travis Kelce","TE","KC",0,0,0,0,0,0,0,0,5.8,52.2,0.4,10.5,13.4," -- Under UD Receiving Yards of 64.5 -- Under PP Receiving Yards of 64.5"
"Will Dissly","TE","LAC",0,0,0,0,0,0,0,0,4.7,45.6,0.3,8.7,11.1,""
"Jonnu Smith","TE","MIA",0,0,0,0,0,0,0,0,5,61.9,0.5,11.7,14.2,""
"Tyler Conklin","TE","NYJ",0,0,0,0,0,0,0,0,3.6,30.7,0.3,6.7,8.5,""
"Colby Parkinson","TE","LAR",0,0,0,0,0,0,0,0,1.3,14.1,0.2,3.3,3.9,""
"Dawson Knox","TE","BUF",0,0,0,0,0,0,0,0,2.7,35.8,0.3,6.7,8.1,""
"T.J. Hockenson","TE","MIN",0,0,0,0,0,0,0,0,4.3,45.5,0.3,8.5,10.6,""
"Kyle Pitts","TE","ATL",0,0,0,0,0,0,0,0,3.4,43.2,0.3,7.8,9.5,""
"Sam LaPorta","TE","DET",0,0,0,0,0,0,0,0,4,45.2,0.5,9.5,11.5,""
"Tucker Kraft","TE","GB",0,0,0,0,0,0,0,0,3.1,37.4,0.5,8.3,9.8,""
"Luke Schoonmaker","TE","DAL",0,0,0,0,0,0,0,0,3.8,30.2,0.3,6.7,8.6,""
"Mike Gesicki","TE","CIN",0,0,0,0,0,0,0,0,3.6,40.4,0.2,7,8.8,""
"Chigoziem Okonkwo","TE","TEN",0,0,0,0,0,0,0,0,2.3,26.2,0.3,5.6,6.7,""
"Evan Engram","TE","JAC",0,0,0,0,0,0,0,0,7,49.1,0.3,10.2,13.7,""
"Cade Otton","TE","TB",0,0,0,0,0,0,0,0,5.8,57.4,0.4,11,13.9,""
"Brock Bowers","TE","LV",0,0,0,0,0,0,0,0,7.1,85.1,0.5,15.1,18.6," -- Over UD Receiving Yards of 68.5 -- Over PP Receiving Yards of 66.5"
"Trey McBride","TE","ARI",0,0,0,0,0,0,0,0,5.8,66.3,0.3,11.3,14.2," -- Under UD Receptions of 6.5"
"Noah Fant","TE","SEA",0,0,0,0,0,0,0,0,2.7,26.4,0.2,5.2,6.5,""
"Pat Freiermuth","TE","PIT",0,0,0,0,0,0,0,0,3.3,37.8,0.5,8.4,10.1,""
"David Njoku","TE","CLE",0,0,0,0,0,0,0,0,5.6,50.2,0.6,11.4,14.2,""
,,"CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ja'Tavion Sanders","TE","CAR",0,0,0,0,0,0,0,0,2.5,26.7,0.2,5.1,6.4,""
"Chris Manhertz","TE","NYG",0,0,0,0,0,0,0,0,0.7,8.9,0.2,2.4,2.8,""
"Foster Moreau","TE","NO",0,0,0,0,0,0,0,0,1.6,17.1,0.2,3.7,4.5,""
"Noah Gray","TE","KC",0,0,0,0,0,0,0,0,2.5,28.9,0.4,6.5,7.8,""
"Stone Smartt","TE","LAC",0,0,0,0,0,0,0,0,1.4,10.2,0.1,2.3,3,""
"Julian Hill","TE","MIA",0,0,0,0,0,0,0,0,0.9,9.2,0.1,2,2.4,""
"Jeremy Ruckert","TE","NYJ",0,0,0,0,0,0,0,0,1.5,8,0.1,2.2,2.9,""
"Davis Allen","TE","LAR",0,0,0,0,0,0,0,0,1.2,8.4,0.2,2.6,3.2,""
"Quintin Morris","TE","BUF",0,0,0,0,0,0,0,0,0.9,11,0.1,2.2,2.6,""
"Josh Oliver","TE","MIN",0,0,0,0,0,0,0,0,2.4,25.3,0.2,4.9,6.1,""
"Charlie Woerner","TE","ATL",0,0,0,0,0,0,0,0,0.3,4.6,0.1,1.2,1.4,""
"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,1,9,0.1,2,2.5,""
"Ben Sims","TE","GB",0,0,0,0,0,0,0,0,0.9,5.8,0.1,1.6,2.1,""
"Brevyn Spann-Ford","TE","DAL",0,0,0,0,0,0,0,0,1.7,12.8,0.2,3.3,4.2,""
"Tanner Hudson","TE","CIN",0,0,0,0,0,0,0,0,2.3,16.1,0.2,4,5.1,""
"Josh Whyle","TE","TEN",0,0,0,0,0,0,0,0,1.9,13.4,0.1,2.9,3.8,""
"Brenton Strange","TE","JAC",0,0,0,0,0,0,0,0,1.8,24.9,0.3,5.2,6.1,""
"Payne Durham","TE","TB",0,0,0,0,0,0,0,0,0.6,7.4,0.1,1.6,1.9,""
"Michael Mayer","TE","LV",0,0,0,0,0,0,0,0,1.2,8.2,0.2,2.6,3.2,""
"Elijah Higgins","TE","ARI",0,0,0,0,0,0,0,0,1.6,14.1,0.1,2.8,3.6,""
"AJ Barner","TE","SEA",0,0,0,0,0,0,0,0,1.4,10.3,0.2,2.9,3.6,""
"Darnell Washington","TE","PIT",0,0,0,0,0,0,0,0,1.5,19.4,0.2,3.9,4.6,""
