"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Aaron Jones","RB","MIN",0,0,0,0,0,13.4,65.9,0.5,2.7,21.4,0.2,14.3,15.6,""
"D'Andre Swift","RB","CHI",0,0,0,0,0,15.2,63.1,0.6,2.4,23.8,0.1,14.1,15.3," -- Over UD Rush Yards of 52.5 -- Over PP Rush Yards of: 51.5 -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5"
"Joe Mixon","RB","HOU",0,0,0,0,0,20.1,85.2,1.2,2.7,23.6,0.2,20.6,22,""
"De'Von Achane","RB","MIA",0,0,0,0,0,12.8,55.3,0.3,4.6,38.8,0.6,17.1,19.4,""
"Jaleel McLaughlin","RB","DEN",0,0,0,0,0,10.2,52.5,0.3,1.2,6.7,0.1,8.9,9.5," -- Over UD Rush Yards of 33.5 -- Over PP Rush Yards of: 35.5"
"Jonathan Taylor","RB","IND",0,0,0,0,0,20.4,78.7,0.7,1.4,9.8,0.2,14.9,15.7,""
"Nick Chubb","RB","CLE",0,0,0,0,0,10.6,46,0.5,0.7,5,0.2,9.7,10,""
"Isiah Pacheco","RB","KC",0,0,0,0,0,17.5,81.2,0.7,2.8,18.3,0.1,16.1,17.6," -- Over PP Carries of: 14 -- Over UD Rush Yards of 61.5 -- Over PP Rush Yards of: 60.5"
"Jahmyr Gibbs","RB","DET",0,0,0,0,0,12.8,72.5,0.6,2.6,23.8,0.2,15.7,17,""
"James Cook","RB","BUF",0,0,0,0,0,11.8,54.7,0.7,2.6,19.1,0.2,14.1,15.4,""
"James Conner","RB","ARI",0,0,0,0,0,15.3,68.3,0.7,2.6,25.4,0.2,16.1,17.4,""
"Rhamondre Stevenson","RB","NE",0,0,0,0,0,14.9,61.9,0.9,2.3,11.6,0.1,14.5,15.6," -- Over UD Rush Yards of 50.5 -- Over PP Rush Yards of: 49.5 -- Under UD Receiving Yards of 14.5 -- Under PP Receiving Yards of 14.5"
"Tyrone Tracy","RB","NYG",0,0,0,0,0,16,58.1,0.5,3.4,23.2,0.1,13.4,15.1," -- Over UD Rush Yards of 45.5"
"Derrick Henry","RB","BAL",0,0,0,0,0,21.3,116.6,1.2,1,9.1,0.2,21.5,22," -- Over UD Rush Yards of 101.5 -- Over PP Rush Yards of: 102.5 -- Over UD Receiving Yards of 0.5 -- Over PP Receiving Yards of 0.5"
"Tony Pollard","RB","TEN",0,0,0,0,0,16.1,72.1,0.5,2.9,17.6,0.2,14.6,16.1,""
"Chase Brown","RB","CIN",0,0,0,0,0,17.2,72.4,0.8,4,25,0.2,17.7,19.7," -- Under PP Receiving Yards of 30.5"
"Sincere McCormick","RB","LV",0,0,0,0,0,15.9,61.6,0.6,1.4,8.4,0.1,11.9,12.6,""
"Bijan Robinson","RB","ATL",0,0,0,0,0,17.9,78.9,0.8,3.6,28.4,0.2,18.5,20.3,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,22.3,114.4,0.8,2.4,23.2,0.2,21,22.2," -- Over UD Rush Yards of 100.5 -- Over PP Rush Yards of: 100.5 -- Over UD Receiving Yards of 11.5 -- Over PP Receiving Yards of 13.5 -- Over UD Fantasy Score of 17.15"
"Najee Harris","RB","PIT",0,0,0,0,0,15.3,68.7,0.4,2.4,19.7,0.1,13,14.2," -- Over UD Rush Yards of 53.5 -- Over PP Rush Yards of: 54.5"
"Gus Edwards","RB","LAC",0,0,0,0,0,9.9,40.2,0.7,0.6,4.6,0.1,9.6,9.9,""
"Rachaad White","RB","TB",0,0,0,0,0,8.1,31.4,0.3,2.9,24.7,0.4,11.3,12.7," -- Under UD Rush Yards of 48.5 -- Under PP Rush Yards of 48.5"
"Tank Bigsby","RB","JAC",0,0,0,0,0,16.7,80.2,0.6,0.9,3,0.1,13,13.4," -- Over UD Rush Yards of 52.5 -- Over PP Rush Yards of: 54.5"
"Breece Hall","RB","NYJ",0,0,0,0,0,11.9,55.1,0.5,2.7,26.5,0.2,13.7,15.1,""
"Isaac Guerendo","RB","SF",0,0,0,0,0,16.7,67.3,0.6,1.7,15.3,0.1,13.3,14.2,""
"Kyren Williams","RB","LAR",0,0,0,0,0,17.4,76.4,0.8,1.9,10.9,0.1,15.1,16,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,17.4,67.3,0.7,3.1,22.6,0.2,15.9,17.5," -- Under PP Receptions of 4.5 -- Under UD Receiving Yards of 29.5 -- Under PP Receiving Yards of 29.5"
"Josh Jacobs","RB","GB",0,0,0,0,0,18.5,80.1,0.8,2.5,21,0.2,17.4,18.6," -- Over UD Rush TDs of 0.5 -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5"
"Raheem Blackshear","RB","CAR",0,0,0,0,0,3.9,13.8,0.1,0,0,0.1,2.6,2.6,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,2.1,6.8,0.2,1,5.9,0.1,3.6,4.1,""
"Kendre Miller","RB","NO",0,0,0,0,0,9.4,41.7,0.3,0.2,0.9,0.1,6.8,6.9,""
"Jeremy McNichols","RB","WAS",0,0,0,0,0,3.7,22.3,0.2,1.2,7.4,0.1,5.4,6,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.5,32.2,0.2,0.9,5.2,0.2,6.6,7,""
"Travis Homer","RB","CHI",0,0,0,0,0,1.1,6.1,0.1,3.3,12.8,0.1,4.7,6.4,""
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0,0,0.1,1.5,6.7,0.1,2.6,3.4,""
"Raheem Mostert","RB","MIA",0,0,0,0,0,7.8,28,0.2,1.5,14.9,0.1,6.8,7.6," -- Over UD Carries of 4.5 -- Over PP Carries of: 4.5 -- Over UD Receiving Yards of 4.5"
"Javonte Williams","RB","DEN",0,0,0,0,0,7.7,28.4,0.5,2,10.1,0.1,8.4,9.4," -- Under UD Rush Yards of 31.5 -- Under PP Rush Yards of 31.5 -- Under UD Receiving Yards of 14.5 -- Under PP Receiving Yards of 14.5"
"Tyler Goodson","RB","IND",0,0,0,0,0,0.4,1.9,0.1,0.8,4.6,0.1,2.3,2.7,""
"Jerome Ford","RB","CLE",0,0,0,0,0,5.7,27.2,0.1,2.9,17.9,0.2,7.8,9.2," -- Under PP Receiving Yards of 20.5"
"Kareem Hunt","RB","KC",0,0,0,0,0,7.5,25.9,0.4,1.1,9.8,0.1,7.1,7.7,""
"David Montgomery","RB","DET",0,0,0,0,0,12.7,59.2,0.7,2.6,22.5,0.2,14.9,16.2,""
"Ray Davis","RB","BUF",0,0,0,0,0,6.7,24.9,0.2,0.7,7.3,0.2,6,6.3,""
"Trey Benson","RB","ARI",0,0,0,0,0,9.6,34.6,0.4,0.8,4.5,0.1,7.3,7.7,""
"Antonio Gibson","RB","NE",0,0,0,0,0,3.8,18,0.2,0.9,5.6,0.1,4.6,5.1,""
"Devin Singletary","RB","NYG",0,0,0,0,0,4.6,18.3,0.2,1,8,0.1,4.9,5.4,""
"Justice Hill","RB","BAL",0,0,0,0,0,3.2,16.2,0.2,2.3,22.5,0.2,7.4,8.6," -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5"
"Tyjae Spears","RB","TEN",0,0,0,0,0,5.3,24.2,0.3,2.5,12,0.1,7.3,8.5,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,2.8,12.5,0.2,0,0,0.1,3.1,3.1,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,1.7,5.7,0.1,2,14.6,0.2,4.8,5.8,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,7.4,29.8,0.4,0.6,4,0.1,6.7,7,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4.3,20.4,0.1,1.5,9.1,0.1,4.9,5.7,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,6.2,33.4,0.3,2.4,22.4,0.1,9.2,10.4,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,9.8,37.8,0.3,1.8,8.1,0.2,8.5,9.4,""
"Bucky Irving","RB","TB",0,0,0,0,0,11.8,45.2,0.4,2.5,22.5,0.1,11,12.3,""
"Travis Etienne","RB","JAC",0,0,0,0,0,7.3,30.8,0.3,2.9,17.3,0.1,8.7,10.1,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,5.8,23.1,0.3,0.8,8,0.2,6.5,6.9,""
"Patrick Taylor","RB","SF",0,0,0,0,0,4.2,18.8,0.3,1.1,8.6,0.1,5.7,6.2,""
"Blake Corum","RB","LAR",0,0,0,0,0,6.8,25.2,0.1,0,0,0.1,3.7,3.7,""
"Kenny McIntosh","RB","SEA",0,0,0,0,0,2.8,12.6,0.2,0.6,4.5,0.1,3.8,4.1,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,5.3,29.8,0.1,1.2,5.5,0.2,5.9,6.5,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Jamaal Williams","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Rodriguez","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Darrynton Evans","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Audric Estime","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Trey Sermon","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Pierre Strong Jr","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"DeeJay Dallas","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"JaMycal Hasty","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Julius Chestnut","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Will Shipley","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Isaiah Davis","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Adam Thielen","WR","CAR",0,0,0,0,0,0,0,0,4.6,56.3,0.4,10.3,12.6," -- Under PP Fantasy Score of 11.5"
"CeeDee Lamb","WR","DAL",0,0,0,0,0,1.1,6.6,0.1,6.1,73.1,0.5,14.6,17.7," -- Over UD Fantasy Score of 12.25"
"Marquez Valdes-Scantling","WR","NO",0,0,0,0,0,0,0,0,2.8,41.8,0.4,8,9.4,""
"Terry McLaurin","WR","WAS",0,0,0,0,0,0,0,0,4.2,63.9,0.7,12.7,14.8," -- Under PP Fantasy Score of 14.5"
"Justin Jefferson","WR","MIN",0,0,0,0,0,0.1,0.6,0,5.4,83.4,0.6,14.7,17.4,""
"DJ Moore","WR","CHI",0,0,0,0,0,0.5,2.2,0,5.8,55.3,0.4,11.1,13.9,""
"Nico Collins","WR","HOU",0,0,0,0,0,0,0,0,6.4,96.9,0.6,16.5,19.7,""
"Tyreek Hill","WR","MIA",0,0,0,0,0,0.9,3.6,0,5.3,69.8,0.6,13.6,16.2," -- Under PP Fantasy Score of 15"
"Courtland Sutton","WR","DEN",0,0,0,0,0,0,0,0,5.9,71.7,0.5,13.1,16.1," -- Under PP Fantasy Score of 14.5"
"Josh Downs","WR","IND",0,0,0,0,0,0,0,0,4.7,46.8,0.3,8.8,11.2," -- Under PP Fantasy Score of 11"
"Jerry Jeudy","WR","CLE",0,0,0,0,0,0,0,0,4.4,73.8,0.4,12,14.2," -- Under PP Fantasy Score of 15"
"DeAndre Hopkins","WR","KC",0,0,0,0,0,0,0,0,4.7,58,0.7,12.3,14.7,""
"Amon-Ra St Brown","WR","DET",0,0,0,0,0,0,0,0,7.1,75.8,0.7,15.3,18.9,""
"Khalil Shakir","WR","BUF",0,0,0,0,0,0,0,0,5.2,60.5,0.2,9.9,12.5," -- Under PP Fantasy Score of 12.5"
"Marvin Harrison Jr","WR","ARI",0,0,0,0,0,0,0,0,3.6,55.9,0.8,12.2,14,""
"Demario Douglas","WR","NE",0,0,0,0,0,0.2,1.2,0,3.7,44.4,0.2,7.6,9.5,""
"Malik Nabers","WR","NYG",0,0,0,0,0,0,0,0,5.6,63.9,0.3,11,13.8," -- Under PP Fantasy Score of 13.5"
"Zay Flowers","WR","BAL",0,0,0,0,0,0.5,3.9,0,4.6,64.8,0.5,12.2,14.5,""
"Calvin Ridley","WR","TEN",0,0,0,0,0,0.8,3.4,0,6.2,69,0.4,12.7,15.8," -- Over PP Receptions of 4.5"
"JaMarr Chase","WR","CIN",0,0,0,0,0,0.8,3.2,0,6.8,95.6,1,19.3,22.7,""
"Jakobi Meyers","WR","LV",0,0,0,0,0,0.6,3.1,0,6.4,73,0.3,12.6,15.8,""
"Drake London","WR","ATL",0,0,0,0,0,0,0,0,5.8,73.5,0.6,13.8,16.8,""
"AJ Brown","WR","PHI",0,0,0,0,0,0,0,0,4.9,79,0.4,12.8,15.2,""
"Calvin Austin III","WR","PIT",0,0,0,0,0,0,0,0,2.1,40.6,0.4,7.5,8.6," -- Over UD Receiving Yards of 22.5"
"Ladd McConkey","WR","LAC",0,0,0,0,0,0,0,0,5.2,71.5,0.5,12.8,15.4," -- Under PP Receptions of 6 -- Under PP Fantasy Score of 15.5"
"Mike Evans","WR","TB",0,0,0,0,0,0,0,0,4.1,70.3,0.6,12.7,14.7,""
"Brian Thomas Jr","WR","JAC",0,0,0,0,0,0,0,0,4.6,65.4,0.6,12.4,14.7,""
"Davante Adams","WR","NYJ",0,0,0,0,0,0,0,0,5.2,67.3,0.4,11.7,14.3," -- Under PP Fantasy Score of 14.5"
"Jauan Jennings","WR","SF",0,0,0,0,0,0,0,0,5.2,67.8,0.5,12.4,15,""
"Puka Nacua","WR","LAR",0,0,0,0,0,0.8,4.1,0.1,7.2,96,0.4,16.6,20.2,""
"Jaxon Smith-Njigba","WR","SEA",0,0,0,0,0,0.2,1.1,0,6.3,71.2,0.6,14,17.1,""
"Jayden Reed","WR","GB",0,0,0,0,0,0.8,8.5,0.1,3.4,44.2,0.4,10,11.7," -- Over UD Fantasy Score of 8.15"
"Xavier Legette","WR","CAR",0,0,0,0,0,0.4,2.5,0,3,34.5,0.4,7.6,9.1," -- Under PP Fantasy Score of 8.5"
"KaVontae Turpin","WR","DAL",0,0,0,0,0,0.6,3.7,0,2.5,34.9,0.3,6.9,8.2,""
"Kevin Austin","WR","NO",0,0,0,0,0,0.3,3.1,0,2.7,32.7,0.2,6.1,7.5," -- Over UD Receiving Yards of 19.5 -- Over PP Receiving Yards of 19.5"
"Dyami Brown","WR","WAS",0,0,0,0,0,0,0,0,3.2,40.3,0.2,6.8,8.4," -- Over UD Receiving Yards of 27.5"
"Jordan Addison","WR","MIN",0,0,0,0,0,0.4,2.7,0.1,4.1,66.8,0.6,13.2,15.2," -- Over UD Fantasy Score of 9.95"
"Keenan Allen","WR","CHI",0,0,0,0,0,0,0,0,4.8,51.5,0.4,10,12.4,""
"Tank Dell","WR","HOU",0,0,0,0,0,0.7,2.8,0,4.1,49.8,0.5,10.3,12.4," -- Over UD Fantasy Score of 7.75"
"Jaylen Waddle","WR","MIA",0,0,0,0,0,0.3,0.9,0,4.1,59.4,0.4,10.5,12.5,""
"Marvin Mims","WR","DEN",0,0,0,0,0,0.5,1.8,0,2.1,35,0.3,6.5,7.6," -- Over PP Receiving Yards of 21.5"
"Michael Pittman Jr","WR","IND",0,0,0,0,0,0,0,0,4.1,46,0.3,8.4,10.5,""
"Elijah Moore","WR","CLE",0,0,0,0,0,0,0,0,4.9,53.8,0.3,9.6,12.1,""
"Xavier Worthy","WR","KC",0,0,0,0,0,0.6,4.5,0.1,3.9,45.7,0.3,9.4,11.3," -- Over UD Receiving Yards of 35.5 -- Over UD Fantasy Score of 7.95"
"Jameson Williams","WR","DET",0,0,0,0,0,0.6,4.4,0,3.6,64.8,0.4,11.1,12.9," -- Over UD Receiving Yards of 50.5 -- Over PP Receiving Yards of 51.5"
"Amari Cooper","WR","BUF",0,0,0,0,0,0,0,0,3.5,48.7,0.4,9,10.8,""
"Michael Wilson","WR","ARI",0,0,0,0,0,0,0,0,3.1,39.3,0.5,8.5,10,""
"Kendrick Bourne","WR","NE",0,0,0,0,0,0,0,0,2.3,32.1,0.3,6.2,7.3,""
"WanDale Robinson","WR","NYG",0,0,0,0,0,0.2,1.9,0,4.4,36.1,0.3,7.8,10,""
"Rashod Bateman","WR","BAL",0,0,0,0,0,0,0,0,2.7,32.7,0.3,6.4,7.8,""
"Nick Westbrook-Ikhine","WR","TEN",0,0,0,0,0,0,0,0,2.7,62.9,0.7,11.8,13.2," -- Over UD Receiving Yards of 35.5 -- Over PP Receiving Yards of 36.5"
"Tee Higgins","WR","CIN",0,0,0,0,0,0,0,0,5.8,74.3,0.6,13.9,16.8," -- Under PP Fantasy Score of 14.5"
"Tre Tucker","WR","LV",0,0,0,0,0,0.9,4.5,0.1,2.4,34,0.3,7.5,8.7,""
"Darnell Mooney","WR","ATL",0,0,0,0,0,0,0,0,4.5,69.4,0.5,12.2,14.4," -- Over UD Receiving Yards of 48.5 -- Over PP Receiving Yards of 50.5 -- Over UD Fantasy Score of 9.35"
"DeVonta Smith","WR","PHI",0,0,0,0,0,0,0,0,4.8,56.3,0.4,10.4,12.8," -- Over PP Receptions of 4"
"Mike Williams","WR","PIT",0,0,0,0,0,0,0,0,2,29,0.2,5.1,6.1,""
"Quentin Johnston","WR","LAC",0,0,0,0,0,0,0,0,3.3,46.5,0.6,9.9,11.6,""
"Jalen McMillan","WR","TB",0,0,0,0,0,0.3,2,0,2.6,30.1,0.2,5.7,7," -- Under UD Fantasy Score of 7.75"
"Parker Washington","WR","JAC",0,0,0,0,0,0,0,0,3.2,40.8,0.3,7.5,9.1," -- Over UD Receiving Yards of 27.5 -- Over PP Receiving Yards of 27.5"
"Garrett Wilson","WR","NYJ",0,0,0,0,0,0.3,1,0,5.2,62.8,0.4,11.4,14," -- Under PP Fantasy Score of 13.5"
"Deebo Samuel","WR","SF",0,0,0,0,0,1.6,7.6,0.2,3.4,45.6,0.3,10,11.7,""
"Cooper Kupp","WR","LAR",0,0,0,0,0,0.3,1.2,0,7.2,76.3,0.8,16.2,19.8,""
"DK Metcalf","WR","SEA",0,0,0,0,0,0,0,0,4.6,65,0.4,11.2,13.5,""
"Christian Watson","WR","GB",0,0,0,0,0,0,0,0,3,50.2,0.2,7.7,9.2," -- Under PP Fantasy Score of 9.5"
"Jalen Coker","WR","CAR",0,0,0,0,0,0,0,0,2.9,33.2,0.2,6,7.4," -- Under UD Receiving Yards of 36.5 -- Under UD Fantasy Score of 7.35"
"Jalen Tolbert","WR","DAL",0,0,0,0,0,0,0,0,2.5,31.2,0.3,6.2,7.4,""
"Cedrick Wilson","WR","NO",0,0,0,0,0,0,0,0,1.7,14,0.2,3.5,4.3," -- Under UD Receiving Yards of 19.5"
"Olamide Zaccheaus","WR","WAS",0,0,0,0,0,0,0,0,2.4,27.1,0.2,5.1,6.3,""
"Jalen Nailor","WR","MIN",0,0,0,0,0,0,0,0,1,11.2,0.2,2.8,3.3," -- Under UD Receiving Yards of 52.5 -- Under UD Fantasy Score of 9.95"
"Rome Odunze","WR","CHI",0,0,0,0,0,0.2,1.3,0,4.4,54.2,0.2,9,11.2," -- Over PP Receptions of 3.5 -- Over PP Receiving Yards of 40.5"
"John Metchie","WR","HOU",0,0,0,0,0,0,0,0,2.3,17.7,0.2,4.1,5.3," -- Under UD Receptions of 3.5 -- Under UD Receiving Yards of 44.5 -- Under UD Fantasy Score of 7.75"
"Malik Washington","WR","MIA",0,0,0,0,0,0.8,3.9,0,1.6,11.2,0.1,2.9,3.7," -- Under UD Receptions of 4.5 -- Under UD Receiving Yards of 56.5 -- Under UD Fantasy Score of 10.45"
"Devaughn Vele","WR","DEN",0,0,0,0,0,0,0,0,3,34.9,0.3,6.8,8.3," -- Under PP Fantasy Score of 8.5"
"Alec Pierce","WR","IND",0,0,0,0,0,0,0,0,2.1,41,0.3,7,8," -- Over PP Receiving Yards of 25.5"
"Mike Woods","WR","CLE",0,0,0,0,0,0,0,0,2.2,29.4,0.3,5.8,6.9," -- Under UD Receiving Yards of 44.5 -- Under UD Fantasy Score of 8.55"
"JuJu Smith-Schuster","WR","KC",0,0,0,0,0,0,0,0,2.3,32,0.1,5,6.1," -- Under UD Receiving Yards of 35.5 -- Under UD Fantasy Score of 7.95"
"Tim Patrick","WR","DET",0,0,0,0,0,0,0,0,2.6,29.4,0.2,5.4,6.7," -- Under UD Receiving Yards of 50.5 -- Under UD Fantasy Score of 9.65 -- Under PP Fantasy Score of 7"
"Keon Coleman","WR","BUF",0,0,0,0,0,0,0,0,2.6,50.8,0.4,8.8,10.1," -- Under UD Receptions of 3.5 -- Over PP Receiving Yards of 33.5"
